#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
anno1.g737.t1        -          PF13927_seed         -                  0 3139.6  11.2   4.5e-18   66.4   0.1  73.5  73   0   0  73  73  73  73 -
anno1.g15993.t2      -          PF13927_seed         -                  0 1096.9  62.8     9e-14   52.6   0.1  29.9  29   0   0  29  29  29  27 -
anno1.g31027.t1      -          PF13927_seed         -            6.9e-16   59.4   0.0   1.4e-15   58.4   0.0   1.6   1   0   0   1   1   1   1 -
anno1.g12665.t1      -          PF13927_seed         -            9.3e-16   59.0   0.5   4.4e-07   31.2   0.1   3.5   3   0   0   3   3   3   2 -
anno1.g22427.t1      -          PF13927_seed         -            1.1e-15   58.8   1.8   3.4e-15   57.2   0.5   2.3   3   0   0   3   3   1   1 -
anno1.g73.t1         -          PF13927_seed         -            1.8e-15   58.1   0.6   7.2e-11   43.3   0.1   3.4   3   0   0   3   3   3   1 -
anno1.g3442.t1       -          PF13927_seed         -            1.8e-15   58.0   3.0   1.1e-05   26.7   0.1   3.7   3   1   0   3   3   3   2 -
anno1.g9411.t1       -          PF13927_seed         -            2.3e-15   57.7   0.0   4.9e-15   56.6   0.0   1.6   1   0   0   1   1   1   1 -
anno1.g9909.t1       -          PF13927_seed         -            2.8e-15   57.4   0.3   5.6e-06   27.6   0.1   2.6   2   0   0   2   2   2   2 -
anno1.g4847.t1       -          PF13927_seed         -            3.1e-15   57.3   1.1   4.4e-07   31.2   0.0   2.3   2   0   0   2   2   2   2 -
anno1.g3740.t1       -          PF13927_seed         -              4e-15   56.9   0.0   9.5e-14   52.5   0.0   2.8   2   0   0   2   2   1   1 -
anno1.g9412.t1       -          PF13927_seed         -            5.4e-15   56.5   0.0     1e-14   55.6   0.0   1.5   1   0   0   1   1   1   1 -
anno1.g3440.t1       -          PF13927_seed         -            9.9e-15   55.7   0.1   3.7e-06   28.2   0.4   3.5   3   1   0   3   3   3   2 -
anno1.g9906.t1       -          PF13927_seed         -            1.1e-14   55.5   0.5     3e-06   28.5   0.1   2.4   2   0   0   2   2   2   2 -
anno1.g12674.t1      -          PF13927_seed         -            1.2e-14   55.4   0.7   2.7e-05   25.4   0.0   3.7   3   1   0   3   3   3   2 -
anno1.g10108.t1      -          PF13927_seed         -            1.5e-14   55.1   0.1     1e-10   42.8   0.0   3.0   2   0   0   2   2   2   1 -
anno1.g26905.t1      -          PF13927_seed         -              2e-14   54.7   0.1   7.7e-14   52.8   0.1   2.1   1   0   0   1   1   1   1 -
anno1.g12788.t1      -          PF13927_seed         -            5.8e-14   53.2   1.5     1e-10   42.8   0.3   2.9   2   1   0   2   2   2   1 -
anno1.g4844.t1       -          PF13927_seed         -            7.9e-14   52.8   0.2   2.9e-06   28.5   0.0   2.6   2   0   0   2   2   2   2 -
anno1.g12664.t1      -          PF13927_seed         -            1.2e-13   52.2   4.5     8e-07   30.3   0.1   3.8   3   1   0   3   3   3   2 -
anno1.g2660.t1       -          PF13927_seed         -            1.2e-13   52.2   0.3     1e-06   30.0   0.0   2.5   2   1   0   2   2   2   2 -
anno1.g16001.t1      -          PF13927_seed         -            1.4e-13   52.0   0.2   4.4e-06   28.0   0.0   3.8   3   1   0   3   3   3   2 -
anno1.g12666.t1      -          PF13927_seed         -            1.7e-13   51.7   3.8   7.3e-07   30.5   0.1   3.9   3   1   0   3   3   3   2 -
anno1.g31498.t1      -          PF13927_seed         -            1.8e-13   51.6   0.1   6.9e-13   49.8   0.1   2.0   1   0   0   1   1   1   1 -
anno1.g23275.t1      -          PF13927_seed         -            2.1e-13   51.4   1.3   5.3e-13   50.1   0.5   2.0   2   0   0   2   2   1   1 -
anno1.g11196.t1      -          PF13927_seed         -            2.2e-13   51.4   1.5   9.8e-08   33.3   0.3   3.3   3   0   0   3   3   3   2 -
anno1.g4845.t1       -          PF13927_seed         -            4.3e-13   50.4   0.1   5.1e-06   27.7   0.0   3.0   2   0   0   2   2   2   2 -
anno1.g30137.t1      -          PF13927_seed         -            5.3e-13   50.1   0.1   8.6e-11   43.1   0.0   2.8   2   1   0   2   2   2   1 -
anno1.g15644.t1      -          PF13927_seed         -            7.4e-13   49.7   0.5   7.4e-13   49.7   0.5   1.9   2   0   0   2   2   1   1 -
anno1.g19451.t1      -          PF13927_seed         -              1e-12   49.2   0.0   2.2e-12   48.2   0.0   1.6   1   0   0   1   1   1   1 -
anno1.g4848.t1       -          PF13927_seed         -            1.1e-12   49.1   0.1   6.1e-05   24.3   0.1   2.6   2   0   0   2   2   2   2 -
anno1.g7276.t1       -          PF13927_seed         -            1.4e-12   48.7   0.0   3.4e-12   47.5   0.0   1.7   1   0   0   1   1   1   1 -
anno1.g4840.t1       -          PF13927_seed         -            1.5e-12   48.7   1.6   5.8e-06   27.6   0.0   3.1   3   0   0   3   3   2   2 -
anno1.g19448.t1      -          PF13927_seed         -            1.6e-12   48.6   0.0   4.5e-12   47.2   0.0   1.8   1   0   0   1   1   1   1 -
anno1.g30183.t1      -          PF13927_seed         -            2.6e-12   47.9   0.0   7.4e-12   46.5   0.0   1.9   1   0   0   1   1   1   1 -
anno1.g19453.t2      -          PF13927_seed         -            2.8e-12   47.8   0.0     6e-12   46.7   0.0   1.6   1   0   0   1   1   1   1 -
anno1.g18411.t2      -          PF13927_seed         -              3e-12   47.7   0.6   2.5e-11   44.7   0.0   3.0   2   0   0   2   2   1   1 -
anno1.g3990.t2       -          PF13927_seed         -            3.3e-12   47.6   1.3   1.2e-11   45.8   0.4   2.4   2   0   0   2   2   1   1 -
anno1.g19457.t1      -          PF13927_seed         -            4.1e-12   47.3   0.0   9.6e-12   46.1   0.0   1.7   1   0   0   1   1   1   1 -
anno1.g6084.t1       -          PF13927_seed         -              7e-12   46.5   0.0   1.6e-11   45.4   0.0   1.6   1   0   0   1   1   1   1 -
anno1.g18410.t1      -          PF13927_seed         -            9.1e-12   46.2   0.0   4.5e-11   43.9   0.0   2.3   1   0   0   1   1   1   1 -
anno1.g4843.t1       -          PF13927_seed         -            1.6e-11   45.4   5.9   4.6e-06   27.9   0.0   3.7   4   0   0   4   4   2   2 -
anno1.g6088.t1       -          PF13927_seed         -            2.5e-11   44.8   0.0   5.6e-11   43.7   0.0   1.6   1   0   0   1   1   1   1 -
anno1.g483.t1        -          PF13927_seed         -            2.8e-11   44.6   0.0   1.5e-10   42.3   0.0   2.4   1   0   0   1   1   1   1 -
anno1.g7455.t1       -          PF13927_seed         -            3.1e-11   44.5   0.1   4.3e-11   44.0   0.1   1.2   1   0   0   1   1   1   1 -
anno1.g6483.t1       -          PF13927_seed         -            5.1e-11   43.8   0.3   1.3e-10   42.5   0.1   1.8   2   0   0   2   2   1   1 -
anno1.g6489.t1       -          PF13927_seed         -            5.2e-11   43.7   0.1     1e-10   42.8   0.1   1.6   1   0   0   1   1   1   1 -
anno1.g6486.t1       -          PF13927_seed         -            5.2e-11   43.7   0.3   1.3e-10   42.5   0.1   1.8   2   0   0   2   2   1   1 -
anno1.g19165.t1      -          PF13927_seed         -              8e-11   43.1   0.1   2.5e-10   41.6   0.0   1.9   2   0   0   2   2   1   1 -
anno1.g14439.t1      -          PF13927_seed         -            8.8e-11   43.0   0.2   1.8e-10   42.0   0.2   1.5   1   0   0   1   1   1   1 -
anno1.g9897.t1       -          PF13927_seed         -            1.2e-10   42.6   0.2   2.7e-10   41.4   0.0   1.7   2   0   0   2   2   1   1 -
anno1.g7499.t1       -          PF13927_seed         -            1.3e-10   42.5   0.0     0.011   17.0   0.0   3.6   3   0   0   3   3   3   2 -
anno1.g30138.t1      -          PF13927_seed         -            1.3e-10   42.5   0.2     4e-10   40.9   0.2   1.9   1   0   0   1   1   1   1 -
anno1.g6139.t1       -          PF13927_seed         -            1.3e-10   42.4   0.0   3.1e-10   41.3   0.0   1.6   2   0   0   2   2   1   1 -
anno1.g31145.t1      -          PF13927_seed         -            1.5e-10   42.3   1.2   4.6e-07   31.1   0.2   3.2   3   0   0   3   3   3   1 -
anno1.g14441.t1      -          PF13927_seed         -            1.6e-10   42.2   1.1   3.5e-10   41.1   0.1   2.1   2   0   0   2   2   1   1 -
anno1.g7459.t1       -          PF13927_seed         -            1.9e-10   41.9   0.0   4.3e-10   40.8   0.0   1.6   1   0   0   1   1   1   1 -
anno1.g6488.t1       -          PF13927_seed         -            3.4e-10   41.1   0.1   7.8e-10   40.0   0.1   1.7   1   0   0   1   1   1   1 -
anno1.g684.t1        -          PF13927_seed         -            4.2e-10   40.9   0.0   8.4e-10   39.9   0.0   1.5   1   0   0   1   1   1   1 -
anno1.g30108.t1      -          PF13927_seed         -            9.9e-10   39.6   0.0   1.3e-08   36.1   0.0   3.2   1   0   0   1   1   1   1 -
anno1.g31804.t1      -          PF13927_seed         -            1.4e-09   39.2   0.0   7.2e-09   36.9   0.0   2.4   1   0   0   1   1   1   1 -
anno1.g1173.t3       -          PF13927_seed         -            1.8e-09   38.9   0.0   7.5e-09   36.8   0.0   2.2   2   0   0   2   2   1   1 -
anno1.g3770.t1       -          PF13927_seed         -            7.7e-09   36.8   0.0   1.8e-08   35.6   0.0   1.6   1   0   0   1   1   1   1 -
anno1.g2285.t1       -          PF13927_seed         -            7.9e-09   36.8   0.2   1.6e-05   26.2   0.0   3.1   2   0   0   2   2   2   1 -
anno1.g12899.t1      -          PF13927_seed         -              1e-08   36.4   0.0    0.0036   18.6   0.0   2.5   2   0   0   2   2   2   2 -
anno1.g3989.t2       -          PF13927_seed         -            1.7e-08   35.7   0.3   6.9e-08   33.7   0.1   2.1   2   0   0   2   2   1   1 -
anno1.g7510.t1       -          PF13927_seed         -            2.2e-08   35.4   0.9   6.3e-08   33.9   0.9   1.9   1   0   0   1   1   1   1 -
anno1.g6492.t1       -          PF13927_seed         -            2.2e-08   35.3   0.0   4.9e-08   34.2   0.0   1.7   1   0   0   1   1   1   1 -
anno1.g17833.t1      -          PF13927_seed         -            2.5e-08   35.2   0.0   6.1e-08   33.9   0.0   1.7   1   0   0   1   1   1   1 -
anno1.g11603.t1      -          PF13927_seed         -            2.7e-08   35.0   0.0   6.6e-08   33.8   0.0   1.7   1   0   0   1   1   1   1 -
anno1.g32342.t1      -          PF13927_seed         -            3.9e-08   34.5   0.0     0.016   16.6   0.0   2.6   2   0   0   2   2   2   2 -
anno1.g16353.t1      -          PF13927_seed         -            4.4e-08   34.4   7.2   3.6e-06   28.2   1.0   3.9   4   0   0   4   4   2   1 -
anno1.g15630.t1      -          PF13927_seed         -            4.4e-08   34.4   2.1     1e-06   30.0   2.1   2.2   1   1   0   1   1   1   1 -
anno1.g11261.t1      -          PF13927_seed         -            4.7e-08   34.3   0.3   3.4e-07   31.5   0.0   2.7   2   0   0   2   2   1   1 -
anno1.g11588.t1      -          PF13927_seed         -            5.6e-08   34.0   0.0   1.9e-07   32.3   0.0   1.9   1   0   0   1   1   1   1 -
anno1.g20183.t1      -          PF13927_seed         -            5.9e-08   33.9   0.4   3.4e-07   31.5   0.0   2.3   2   0   0   2   2   1   1 -
anno1.g16369.t1      -          PF13927_seed         -            9.8e-08   33.2   0.0   3.1e-07   31.6   0.0   1.9   1   0   0   1   1   1   1 -
anno1.g11604.t1      -          PF13927_seed         -            1.5e-07   32.7   0.0   3.8e-07   31.4   0.0   1.8   1   0   0   1   1   1   1 -
anno1.g11237.t1      -          PF13927_seed         -              2e-07   32.2   0.0   1.6e-06   29.4   0.0   2.6   2   0   0   2   2   1   1 -
anno1.g1809.t1       -          PF13927_seed         -            2.2e-07   32.1   3.1   1.4e-06   29.6   0.0   3.1   3   0   0   3   3   2   1 -
anno1.g16371.t1      -          PF13927_seed         -            2.4e-07   32.0   0.0   9.4e-07   30.1   0.0   2.0   1   0   0   1   1   1   1 -
anno1.g31611.t1      -          PF13927_seed         -            2.4e-07   32.0   0.0   8.4e-07   30.3   0.0   2.0   1   0   0   1   1   1   1 -
anno1.g641.t1        -          PF13927_seed         -            2.6e-07   31.9   0.1   1.5e-06   29.5   0.1   2.5   2   0   0   2   2   1   1 -
anno1.g6737.t1       -          PF13927_seed         -            2.8e-07   31.8   0.2     1e-06   30.0   0.1   2.0   2   0   0   2   2   1   1 -
anno1.g10220.t1      -          PF13927_seed         -            2.8e-07   31.8   0.1     1e-06   30.0   0.1   2.0   1   0   0   1   1   1   1 -
anno1.g4293.t1       -          PF13927_seed         -            5.6e-07   30.8   0.0   1.4e-06   29.6   0.0   1.7   1   0   0   1   1   1   1 -
anno1.g72.t1         -          PF13927_seed         -            7.2e-07   30.5   1.4   2.2e-06   28.9   1.4   1.8   1   1   0   1   1   1   1 -
anno1.g17012.t1      -          PF13927_seed         -              1e-06   30.0   0.1   2.2e-06   28.9   0.1   1.6   1   0   0   1   1   1   1 -
anno1.g71.t1         -          PF13927_seed         -            1.6e-06   29.4   2.2     6e-06   27.5   2.2   1.9   1   1   0   1   1   1   1 -
anno1.g10114.t1      -          PF13927_seed         -            3.9e-06   28.1   0.0   3.9e-06   28.1   0.0   2.7   3   0   0   3   3   1   1 -
anno1.g7318.t1       -          PF13927_seed         -            4.6e-06   27.9   1.8   4.6e-05   24.7   0.0   2.7   2   1   1   3   3   2   1 -
anno1.g8391.t1       -          PF13927_seed         -            6.6e-06   27.4   0.0   3.7e-05   25.0   0.0   2.5   1   0   0   1   1   1   1 -
anno1.g25210.t2      -          PF13927_seed         -            7.7e-06   27.2   0.0   2.6e-05   25.5   0.0   1.9   1   0   0   1   1   1   1 -
anno1.g551.t1        -          PF13927_seed         -            9.1e-06   27.0   0.3     0.026   15.9   0.2   3.1   3   0   0   3   3   2   1 -
anno1.g962.t1        -          PF13927_seed         -              1e-05   26.8   1.5      0.18   13.2   0.1   3.0   2   0   0   2   2   2   2 -
anno1.g4676.t1       -          PF13927_seed         -            1.2e-05   26.6   0.0      0.18   13.2   0.0   3.5   3   0   0   3   3   2   1 -
anno1.g8392.t1       -          PF13927_seed         -            2.1e-05   25.8   0.0    0.0002   22.6   0.0   2.9   1   0   0   1   1   1   1 -
anno1.g29083.t1      -          PF13927_seed         -            5.2e-05   24.5   0.1   0.00015   23.0   0.1   1.9   1   0   0   1   1   1   1 -
anno1.g25332.t1      -          PF13927_seed         -            5.9e-05   24.3   0.1   0.00056   21.2   0.1   2.7   2   0   0   2   2   1   1 -
anno1.g13500.t3      -          PF13927_seed         -            6.2e-05   24.3   0.1   6.2e-05   24.3   0.1   3.5   3   0   0   3   3   1   1 -
anno1.g30967.t1      -          PF13927_seed         -            7.1e-05   24.1   0.0   0.00013   23.2   0.0   1.5   1   0   0   1   1   1   1 -
anno1.g15444.t1      -          PF13927_seed         -            7.7e-05   24.0   0.3   0.00025   22.3   0.1   2.1   2   0   0   2   2   1   1 -
anno1.g17011.t1      -          PF13927_seed         -            7.9e-05   23.9   0.4   7.9e-05   23.9   0.4   2.1   2   0   0   2   2   1   1 -
anno1.g566.t1        -          PF13927_seed         -              9e-05   23.8   0.6     9e-05   23.8   0.6   2.9   3   1   0   3   3   2   1 -
anno1.g3799.t2       -          PF13927_seed         -            0.00014   23.1   0.4   0.00074   20.8   0.4   2.3   1   0   0   1   1   1   1 -
anno1.g15631.t2      -          PF13927_seed         -            0.00023   22.4   7.2     0.042   15.2   0.1   3.8   2   2   1   3   3   3   1 -
anno1.g21155.t1      -          PF13927_seed         -            0.00086   20.6   0.1     0.003   18.9   0.1   1.9   1   0   0   1   1   1   1 -
anno1.g23182.t1      -          PF13927_seed         -            0.00097   20.4   0.0     0.004   18.5   0.0   2.2   1   0   0   1   1   1   1 -
anno1.g16368.t1      -          PF13927_seed         -             0.0011   20.3   1.4    0.0037   18.6   0.1   2.4   2   0   0   2   2   1   1 -
anno1.g9849.t1       -          PF13927_seed         -             0.0021   19.4   6.7     0.003   18.9   1.4   2.9   2   1   0   2   2   2   1 -
anno1.g9335.t1       -          PF13927_seed         -             0.0025   19.1   1.6     0.016   16.6   1.6   2.5   1   1   0   1   1   1   1 -
anno1.g567.t2        -          PF13927_seed         -             0.0028   19.0   3.2     0.004   18.5   0.5   2.8   2   0   0   2   2   1   1 -
anno1.g6125.t1       -          PF13927_seed         -             0.0034   18.7   0.4      0.01   17.1   0.1   2.0   2   0   0   2   2   1   1 -
anno1.g7864.t1       -          PF13927_seed         -             0.0039   18.5   0.2       0.1   14.0   0.1   2.3   1   1   1   2   2   2   1 -
anno1.g26147.t1      -          PF13927_seed         -             0.0041   18.5   0.1      0.01   17.2   0.1   1.7   1   0   0   1   1   1   1 -
anno1.g30163.t1      -          PF13927_seed         -             0.0045   18.3   0.0    0.0045   18.3   0.0   3.3   3   1   1   4   4   1   1 -
anno1.g24597.t1      -          PF13927_seed         -             0.0046   18.3   1.0     0.015   16.7   1.0   1.9   1   1   0   1   1   1   1 -
anno1.g2023.t1       -          PF13927_seed         -             0.0075   17.6   0.1     0.026   15.9   0.1   1.9   1   1   0   1   1   1   1 -
anno1.g7536.t1       -          PF13927_seed         -              0.016   16.6   0.0     0.065   14.6   0.0   1.9   2   0   0   2   2   1   0 -
anno1.g30140.t1      -          PF13927_seed         -              0.016   16.5   0.2     0.063   14.6   0.2   1.9   1   1   0   1   1   1   0 -
anno1.g3987.t1       -          PF13927_seed         -               0.02   16.2   0.5      0.02   16.2   0.5   2.4   2   1   0   2   2   2   0 -
anno1.g30141.t1      -          PF13927_seed         -              0.024   16.0   0.1      0.12   13.7   0.1   2.0   1   1   0   1   1   1   0 -
anno1.g23622.t1      -          PF13927_seed         -               0.03   15.7   0.0     0.073   14.4   0.0   1.7   2   1   0   2   2   1   0 -
anno1.g25468.t1      -          PF13927_seed         -              0.096   14.1   0.0      0.17   13.2   0.0   1.5   1   0   0   1   1   1   0 -
anno1.g24616.t1      -          PF13927_seed         -               0.24   12.8   0.0      0.87   11.0   0.0   2.0   1   1   0   1   1   1   0 -
anno1.g26438.t1      -          PF13927_seed         -               0.26   12.7   0.2      0.36   12.2   0.2   1.4   1   1   0   1   1   1   0 -
anno1.g26151.t1      -          PF13927_seed         -               0.27   12.6   0.1         1   10.8   0.1   2.1   1   1   0   1   1   1   0 -
anno1.g7516.t1       -          PF13927_seed         -                0.3   12.5   0.0       2.3    9.6   0.0   2.2   1   1   0   1   1   1   0 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      ../output/PF13927_seed_profile.hmm
# Target file:     ../input/braker_aa_files/a_hyactintus_soft_mask_braker_filtered_proteins.fa
# Option settings: hmmsearch --tblout ../output/hmmer_txt_output/braker3_gff/a_hyactintus_soft_mask_braker_filtered_proteins_PF13927_seed_profile_hmmer_braker3_gff_results.txt ../output/PF13927_seed_profile.hmm ../input/braker_aa_files/a_hyactintus_soft_mask_braker_filtered_proteins.fa 
# Current dir:     /home/tanya/Work_files/TIR_Domains/Coral/procedure
# Date:            Sat Feb 15 18:53:25 2025
# [ok]
