#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
g20980.t1            -          PF13895_full         -                  0 2829.4   0.0     3e-19   70.3   0.1  78.7  10   5  65  79  79  78  76 -
g26396.t1            -          PF13895_full         -              1e-24   88.1   7.5   7.9e-12   46.1   0.7   2.5   1   1   1   2   2   2   2 -
g20530.t1            -          PF13895_full         -            1.1e-24   88.0  16.9   5.7e-09   36.8   0.2   3.1   1   1   2   3   3   3   3 -
g25713.t2            -          PF13895_full         -            1.2e-24   87.8   3.6   6.2e-17   62.7   0.6   3.0   1   1   1   2   2   2   2 -
g5385.t1             -          PF13895_full         -            1.8e-24   87.3   4.0     5e-13   50.0   0.1   2.6   1   1   1   2   2   2   2 -
g26748.t1            -          PF13895_full         -            3.2e-24   86.5   0.5   2.3e-13   51.2   0.0   2.4   1   1   1   2   2   2   2 -
g29625.t1            -          PF13895_full         -            3.2e-24   86.4   2.3     2e-12   48.1   0.7   2.2   1   1   1   2   2   2   2 -
g14311.t1            -          PF13895_full         -            3.4e-24   86.3   5.5   2.1e-11   44.7   2.1   2.0   1   1   1   2   2   2   2 -
g25713.t1            -          PF13895_full         -              4e-24   86.1   6.4   7.8e-17   62.4   0.6   3.0   1   1   1   2   2   2   2 -
g23220.t1            -          PF13895_full         -            4.3e-24   86.0   9.5   7.4e-13   49.5   0.9   3.5   1   1   2   3   3   3   3 -
g27691.t1            -          PF13895_full         -              7e-24   85.3   1.2   2.7e-09   37.9   0.0   4.2   3   1   1   4   4   4   2 -
g14547.t1            -          PF13895_full         -            7.3e-24   85.3  15.8   1.4e-09   38.8   1.6   3.6   1   1   1   3   3   3   3 -
g3767.t1             -          PF13895_full         -            8.1e-24   85.1   5.4   4.1e-11   43.8   4.4   2.3   1   1   1   2   2   2   2 -
g5279.t1             -          PF13895_full         -            8.2e-24   85.1   3.6     7e-15   56.1   1.5   2.8   1   1   2   3   3   2   2 -
g18475.t1            -          PF13895_full         -            9.3e-24   84.9  10.5     2e-12   48.1   0.2   2.2   1   1   0   2   2   2   2 -
g20536.t1            -          PF13895_full         -            1.2e-23   84.6  15.5   2.2e-08   34.9   0.2   3.1   1   1   2   3   3   3   3 -
g18767.t1            -          PF13895_full         -            1.3e-23   84.5  10.9   7.7e-10   39.7   2.1   4.1   2   1   2   4   4   4   4 -
g9465.t1             -          PF13895_full         -            1.3e-23   84.5  16.8   1.2e-08   35.8   0.3   4.8   4   1   0   5   5   3   3 -
g24419.t2            -          PF13895_full         -            1.5e-23   84.3   1.1   1.1e-10   42.4   0.0   3.2   2   1   0   2   2   2   2 -
g5885.t1             -          PF13895_full         -            1.6e-23   84.2   8.7   4.2e-16   60.0   0.9   2.2   2   0   0   2   2   2   2 -
g29940.t1            -          PF13895_full         -            1.9e-23   84.0   0.1   4.2e-11   43.8   0.0   2.3   1   1   1   2   2   2   2 -
g20121.t1            -          PF13895_full         -            2.2e-23   83.7   7.8   1.7e-14   54.8   1.3   2.6   2   1   1   3   3   2   2 -
g957.t1              -          PF13895_full         -            2.9e-23   83.4   8.0   5.7e-14   53.1   0.1   3.2   2   1   1   3   3   2   2 -
g5370.t1             -          PF13895_full         -            4.7e-23   82.7   4.6   5.7e-12   46.6   0.1   2.6   1   1   1   2   2   2   2 -
g2434.t1             -          PF13895_full         -            5.2e-23   82.5   8.9   5.6e-11   43.4   0.8   4.5   2   1   2   4   4   3   3 -
g15151.t1            -          PF13895_full         -            5.7e-23   82.4  21.8   1.5e-13   51.7   3.3   3.5   1   1   1   3   3   3   3 -
g17553.t1            -          PF13895_full         -            7.1e-23   82.1   0.0   1.6e-12   48.4   0.0   2.5   1   1   1   2   2   2   2 -
g17553.t2            -          PF13895_full         -            8.7e-23   81.8   0.1   1.6e-12   48.4   0.0   2.5   1   1   1   2   2   2   2 -
g18056.t1            -          PF13895_full         -            1.1e-22   81.4   2.3   2.1e-09   38.3   0.2   4.1   1   1   3   4   4   4   3 -
g24730.t1            -          PF13895_full         -            1.2e-22   81.3   6.4   1.6e-10   41.9   0.3   3.0   2   1   1   3   3   2   2 -
g24419.t1            -          PF13895_full         -            1.7e-22   80.8   0.5   1.1e-10   42.4   0.0   2.4   2   0   0   2   2   2   2 -
g19015.t1            -          PF13895_full         -            1.7e-22   80.8   0.0     1e-10   42.5   0.0   2.0   1   1   1   2   2   2   2 -
g7979.t1             -          PF13895_full         -            1.9e-22   80.7   1.5   1.7e-14   54.8   0.1   2.9   2   1   1   3   3   2   2 -
g26952.t1            -          PF13895_full         -            2.2e-22   80.5   8.0   7.6e-15   55.9   0.1   2.4   1   1   1   2   2   2   2 -
g16427.t1            -          PF13895_full         -            2.2e-22   80.5   0.0   1.2e-11   45.6   0.0   2.3   1   1   1   2   2   2   2 -
g22877.t1            -          PF13895_full         -            2.5e-22   80.3   0.2   2.2e-14   54.5   0.2   2.2   1   1   1   2   2   2   2 -
g24418.t2            -          PF13895_full         -            2.6e-22   80.2   0.1   4.2e-10   40.5   0.0   2.7   1   1   1   2   2   2   2 -
g30898.t1            -          PF13895_full         -            3.1e-22   80.0  19.7   7.1e-09   36.5   0.9   4.0   1   1   2   3   3   3   3 -
g24737.t1            -          PF13895_full         -            4.2e-22   79.6   0.6   5.5e-13   49.9   0.0   2.3   2   0   0   2   2   2   2 -
g15086.t3            -          PF13895_full         -              6e-22   79.1  10.0   1.7e-11   45.1   3.9   2.3   1   1   1   2   2   2   2 -
g21519.t2            -          PF13895_full         -              8e-22   78.7   0.8     1e-09   39.2   0.4   2.1   1   1   1   2   2   2   2 -
g31981.t1            -          PF13895_full         -              1e-21   78.3   1.4   1.3e-14   55.2   0.0   2.0   1   1   1   2   2   2   2 -
g21519.t1            -          PF13895_full         -            1.1e-21   78.2   0.7   1.7e-09   38.6   0.5   2.2   1   1   1   2   2   2   2 -
g8938.t1             -          PF13895_full         -            1.2e-21   78.1  14.6   6.6e-09   36.6   0.7   3.3   1   1   2   3   3   3   3 -
g16224.t1            -          PF13895_full         -            2.8e-21   76.9  11.1   8.9e-13   49.2   1.3   3.1   1   1   2   3   3   2   2 -
g30289.t1            -          PF13895_full         -              3e-21   76.8   1.5   6.6e-11   43.1   0.1   2.1   1   1   1   2   2   2   2 -
g2487.t1             -          PF13895_full         -            3.2e-21   76.7   5.5   3.1e-10   40.9   0.0   3.1   3   1   1   4   4   2   2 -
g25178.t1            -          PF13895_full         -              4e-21   76.4   0.8   3.1e-10   40.9   0.2   2.9   1   1   2   3   3   3   2 -
g7978.t2             -          PF13895_full         -            4.7e-21   76.1   0.1   3.5e-14   53.8   0.0   3.1   2   1   1   3   3   2   2 -
g7978.t1             -          PF13895_full         -            5.1e-21   76.0   0.1   3.6e-14   53.7   0.0   3.1   2   1   1   3   3   2   2 -
g29197.t1            -          PF13895_full         -            5.5e-21   75.9   7.7   5.4e-09   36.9   0.1   3.1   1   1   2   3   3   3   3 -
g5755.t1             -          PF13895_full         -            6.3e-21   75.7  13.8   1.3e-18   68.2   0.1   3.5   2   1   1   3   3   2   2 -
g2484.t1             -          PF13895_full         -            7.4e-21   75.5   4.0   7.9e-10   39.6   0.0   3.2   2   1   1   3   3   2   2 -
g20015.t1            -          PF13895_full         -            9.5e-21   75.2   2.4   7.8e-07   29.9   0.0   3.3   1   1   2   3   3   3   3 -
g30995.t1            -          PF13895_full         -            9.8e-21   75.1   1.1   9.8e-21   75.1   1.1   1.8   1   1   1   2   2   2   1 -
g24899.t1            -          PF13895_full         -              1e-20   75.0   0.9     9e-09   36.2   0.0   3.5   2   1   1   3   3   3   3 -
g14476.t2            -          PF13895_full         -            1.1e-20   75.0   0.0   2.7e-11   44.4   0.0   2.5   1   1   1   2   2   2   2 -
g14476.t1            -          PF13895_full         -            1.4e-20   74.6   0.0   3.2e-11   44.2   0.0   2.5   1   1   1   2   2   2   2 -
g17166.t1            -          PF13895_full         -            1.8e-20   74.3   3.4   4.2e-15   56.8   0.2   2.6   2   1   1   3   3   2   2 -
g18042.t1            -          PF13895_full         -            2.1e-20   74.0   2.0     3e-13   50.8   1.7   2.1   1   1   1   2   2   2   2 -
g24732.t1            -          PF13895_full         -            2.1e-20   74.0   5.2     1e-12   49.0   0.1   2.9   2   1   1   3   3   2   2 -
g27418.t1            -          PF13895_full         -            3.1e-20   73.5   3.8     1e-13   52.3   0.0   2.3   1   1   1   2   2   2   2 -
g24526.t1            -          PF13895_full         -            3.9e-20   73.2   1.4   6.5e-11   43.2   0.1   3.1   2   1   1   3   3   3   2 -
g5367.t1             -          PF13895_full         -            4.6e-20   72.9   0.3   1.8e-12   48.3   0.0   3.3   1   1   2   3   3   2   2 -
g15077.t1            -          PF13895_full         -              6e-20   72.5  10.8   3.8e-10   40.7   3.7   2.2   1   1   1   2   2   2   2 -
g22171.t1            -          PF13895_full         -            6.2e-20   72.5   0.8   1.4e-11   45.3   0.0   2.4   1   1   1   2   2   2   2 -
g30139.t1            -          PF13895_full         -            7.4e-20   72.3   1.8   7.5e-12   46.2   0.8   2.5   2   1   1   3   3   2   2 -
g21085.t1            -          PF13895_full         -            9.8e-20   71.9   7.6   1.4e-16   61.6   0.7   2.7   1   1   1   2   2   2   2 -
g24929.t1            -          PF13895_full         -            2.8e-19   70.4   1.6   2.8e-19   70.4   1.6   1.9   2   0   0   2   2   1   1 -
g23412.t1            -          PF13895_full         -            3.1e-19   70.2   0.4   1.7e-08   35.3   0.0   3.5   1   1   1   3   3   3   3 -
g14743.t1            -          PF13895_full         -            4.9e-19   69.6   3.5   8.2e-16   59.1   0.7   2.5   2   1   1   3   3   2   2 -
g17158.t1            -          PF13895_full         -            5.8e-19   69.3   1.2   2.9e-10   41.0   0.0   2.2   1   1   1   2   2   2   2 -
g24921.t1            -          PF13895_full         -            5.9e-19   69.3   1.2   5.9e-19   69.3   1.2   2.9   4   0   0   4   4   1   1 -
g30877.t1            -          PF13895_full         -            6.1e-19   69.3   0.4   7.2e-19   69.0   0.4   1.1   1   0   0   1   1   1   1 -
g30489.t2            -          PF13895_full         -            8.7e-19   68.8   6.9   1.2e-09   39.0   0.4   2.6   1   1   1   2   2   2   2 -
g14613.t1            -          PF13895_full         -            9.8e-19   68.6   5.9   1.5e-08   35.4   0.0   3.6   1   1   2   3   3   3   3 -
g18023.t1            -          PF13895_full         -              1e-18   68.6   0.7     1e-18   68.6   0.7   1.7   2   0   0   2   2   1   1 -
g17402.t1            -          PF13895_full         -            1.1e-18   68.4   0.8   1.9e-18   67.6   0.8   1.4   1   1   0   1   1   1   1 -
g32181.t1            -          PF13895_full         -            1.3e-18   68.2   0.0     6e-09   36.8   0.0   2.1   1   1   1   2   2   2   2 -
g21086.t1            -          PF13895_full         -            1.4e-18   68.1  11.9   3.6e-12   47.2   0.2   2.8   3   1   0   3   3   2   2 -
g32112.t1            -          PF13895_full         -            1.6e-18   67.9   0.6     5e-12   46.8   0.0   2.1   1   1   1   2   2   2   2 -
g23233.t1            -          PF13895_full         -            1.9e-18   67.6   0.7   5.4e-18   66.2   0.7   1.7   1   0   0   1   1   1   1 -
g18764.t1            -          PF13895_full         -              2e-18   67.6  14.4   5.1e-09   37.0   2.6   4.3   3   1   1   4   4   4   2 -
g19161.t1            -          PF13895_full         -            2.9e-18   67.1  22.1   4.2e-08   34.0   1.8   4.8   3   1   1   4   4   4   3 -
g23590.t1            -          PF13895_full         -            4.9e-18   66.3   9.2     7e-08   33.3   4.3   3.4   1   1   2   3   3   3   2 -
g29773.t1            -          PF13895_full         -            5.8e-18   66.1   0.3   8.9e-18   65.5   0.3   1.4   1   1   0   1   1   1   1 -
g26143.t1            -          PF13895_full         -            6.3e-18   66.0   0.1   9.9e-18   65.3   0.1   1.3   1   0   0   1   1   1   1 -
g27567.t1            -          PF13895_full         -            6.4e-18   66.0   4.8   1.8e-17   64.5   1.6   2.1   1   1   1   2   2   2   1 -
g16442.t1            -          PF13895_full         -            7.2e-18   65.8   0.7   1.3e-17   65.0   0.7   1.4   1   0   0   1   1   1   1 -
g14475.t1            -          PF13895_full         -            1.3e-17   65.0   0.1   5.7e-11   43.3   0.0   2.5   1   1   1   2   2   2   2 -
g24030.t1            -          PF13895_full         -            1.3e-17   64.9   0.7   1.2e-16   61.8   0.3   2.4   2   1   1   3   3   1   1 -
g15078.t1            -          PF13895_full         -              3e-17   63.8   6.3   3.4e-11   44.0   1.5   2.1   1   1   1   2   2   2   2 -
g5365.t1             -          PF13895_full         -            3.3e-17   63.6   5.6   4.3e-10   40.5   0.1   2.6   1   1   1   2   2   2   2 -
g31819.t1            -          PF13895_full         -            3.3e-17   63.6   2.7   3.2e-10   40.9   0.1   2.0   1   1   1   2   2   2   2 -
g1300.t1             -          PF13895_full         -              4e-17   63.4   0.3   2.6e-07   31.5   0.0   2.1   1   1   1   2   2   2   2 -
g20605.t2            -          PF13895_full         -            4.3e-17   63.3   1.6   4.3e-17   63.3   1.6   2.0   2   0   0   2   2   1   1 -
g16668.t1            -          PF13895_full         -            4.4e-17   63.2   0.6   5.5e-14   53.2   0.1   2.5   1   1   1   2   2   2   1 -
g22878.t1            -          PF13895_full         -            6.7e-17   62.6   0.0   4.4e-13   50.2   0.1   2.3   1   1   1   2   2   2   2 -
g5366.t1             -          PF13895_full         -            6.9e-17   62.6   0.0   8.5e-17   62.3   0.0   1.0   1   0   0   1   1   1   1 -
g11009.t1            -          PF13895_full         -              2e-16   61.1   4.9   1.8e-09   38.4   0.6   2.3   1   1   1   2   2   2   2 -
g29151.t1            -          PF13895_full         -            2.6e-16   60.7   8.5   6.2e-08   33.5   0.0   3.6   1   1   3   4   4   3   3 -
g6617.t1             -          PF13895_full         -            2.8e-16   60.6   1.4   5.1e-15   56.5   0.1   2.5   2   0   0   2   2   2   1 -
g16215.t1            -          PF13895_full         -            3.1e-16   60.5   0.0   5.8e-16   59.6   0.0   1.3   1   0   0   1   1   1   1 -
g2481.t1             -          PF13895_full         -            3.3e-16   60.4  10.0   5.8e-11   43.3   1.1   3.0   1   1   1   2   2   2   2 -
g3849.t1             -          PF13895_full         -            6.9e-16   59.3   0.0   1.6e-15   58.2   0.0   1.6   1   0   0   1   1   1   1 -
g31132.t1            -          PF13895_full         -            9.2e-16   58.9   0.6   4.1e-08   34.1   0.0   2.4   1   1   1   2   2   2   2 -
g26014.t1            -          PF13895_full         -              1e-15   58.8   0.7     1e-15   58.8   0.7   2.1   2   0   0   2   2   1   1 -
g23925.t2            -          PF13895_full         -            1.1e-15   58.7   2.9     6e-07   30.3   0.0   2.6   1   1   1   2   2   2   2 -
g16767.t2            -          PF13895_full         -            1.2e-15   58.6   0.6     5e-14   53.3   1.2   2.1   1   1   1   2   2   2   1 -
g20559.t2            -          PF13895_full         -            1.4e-15   58.3   0.4     2e-15   57.9   0.4   1.3   1   1   0   1   1   1   1 -
g30906.t1            -          PF13895_full         -            1.6e-15   58.1   0.1   5.3e-09   36.9   0.0   2.4   2   0   0   2   2   2   2 -
g7982.t1             -          PF13895_full         -            1.7e-15   58.1   0.1   8.5e-07   29.8   0.1   2.4   1   1   1   2   2   2   2 -
g31156.t1            -          PF13895_full         -            1.8e-15   58.0   0.7   1.9e-09   38.4   0.0   2.5   1   1   1   2   2   2   2 -
g16767.t1            -          PF13895_full         -            1.8e-15   58.0   0.7   5.7e-14   53.1   1.1   2.1   1   1   1   2   2   2   1 -
g8082.t1             -          PF13895_full         -            1.8e-15   57.9   0.6     1e-11   45.8   0.0   2.3   1   1   1   2   2   2   2 -
g5368.t1             -          PF13895_full         -            1.9e-15   57.9   0.0   2.3e-15   57.6   0.0   1.1   1   0   0   1   1   1   1 -
g22489.t1            -          PF13895_full         -              2e-15   57.9   0.3     2e-12   48.0   0.4   3.2   2   2   1   3   3   3   1 -
g14610.t1            -          PF13895_full         -            2.1e-15   57.8   3.7   1.7e-08   35.3   0.1   2.6   1   1   1   2   2   2   2 -
g31854.t1            -          PF13895_full         -            2.1e-15   57.8   0.2   2.2e-15   57.7   0.2   1.0   1   0   0   1   1   1   1 -
g11016.t1            -          PF13895_full         -            2.4e-15   57.6  24.5     9e-07   29.7   5.2   3.7   1   1   2   3   3   3   3 -
g27379.t1            -          PF13895_full         -            3.1e-15   57.2   0.0   3.5e-15   57.0   0.0   1.1   1   0   0   1   1   1   1 -
g11017.t1            -          PF13895_full         -            3.6e-15   57.0   7.2   3.3e-08   34.4   1.6   2.3   1   1   1   2   2   2   2 -
g11017.t2            -          PF13895_full         -            4.4e-15   56.7   7.7   3.3e-08   34.4   1.7   2.3   1   1   1   2   2   2   2 -
g14738.t1            -          PF13895_full         -            4.5e-15   56.7   0.5   5.1e-15   56.5   0.5   1.0   1   0   0   1   1   1   1 -
g25175.t1            -          PF13895_full         -              5e-15   56.6   4.8   5.5e-10   40.1   0.3   3.0   1   1   2   3   3   2   2 -
g22421.t2            -          PF13895_full         -            5.4e-15   56.4   7.0   3.9e-10   40.6   0.5   2.7   2   1   0   2   2   2   2 -
g3769.t1             -          PF13895_full         -            6.5e-15   56.2   1.7   3.1e-14   54.0   0.1   2.0   2   0   0   2   2   2   1 -
g26146.t1            -          PF13895_full         -            7.1e-15   56.0   0.6   1.4e-14   55.1   0.1   1.7   1   1   1   2   2   2   1 -
g11321.t1            -          PF13895_full         -            8.7e-15   55.8   2.4   9.7e-09   36.1   0.1   2.1   1   1   1   2   2   2   2 -
g17887.t2            -          PF13895_full         -            8.9e-15   55.7   0.3     3e-14   54.0   0.3   1.9   1   0   0   1   1   1   1 -
g18939.t2            -          PF13895_full         -            9.1e-15   55.7   0.1   2.8e-14   54.1   0.1   1.8   1   0   0   1   1   1   1 -
g20013.t1            -          PF13895_full         -            9.7e-15   55.6   0.4   3.3e-14   53.9   0.1   1.8   2   0   0   2   2   1   1 -
g11321.t2            -          PF13895_full         -              1e-14   55.6   2.4   1.1e-08   36.0   0.1   2.1   1   1   1   2   2   2   2 -
g9774.t2             -          PF13895_full         -              1e-14   55.5   0.1   1.4e-14   55.1   0.1   1.2   1   0   0   1   1   1   1 -
g18939.t1            -          PF13895_full         -            1.1e-14   55.5   0.1   2.6e-14   54.2   0.1   1.6   1   0   0   1   1   1   1 -
g17887.t1            -          PF13895_full         -            1.1e-14   55.4   0.2   3.7e-14   53.7   0.2   1.9   1   0   0   1   1   1   1 -
g12305.t1            -          PF13895_full         -            1.2e-14   55.3   0.1   4.7e-13   50.1   0.0   2.1   1   1   1   2   2   2   1 -
g21987.t2            -          PF13895_full         -            1.6e-14   54.9   0.2   5.2e-14   53.2   0.2   1.9   1   0   0   1   1   1   1 -
g21987.t1            -          PF13895_full         -            1.7e-14   54.8   0.2   5.7e-14   53.1   0.2   1.9   1   0   0   1   1   1   1 -
g29153.t1            -          PF13895_full         -            1.8e-14   54.7   0.2   2.1e-14   54.5   0.2   1.1   1   0   0   1   1   1   1 -
g31808.t1            -          PF13895_full         -            1.8e-14   54.7   0.2   2.1e-14   54.5   0.2   1.1   1   0   0   1   1   1   1 -
g2269.t1             -          PF13895_full         -            2.2e-14   54.5   6.1   5.9e-14   53.1   0.6   2.9   2   1   0   2   2   2   1 -
g14634.t1            -          PF13895_full         -            3.7e-14   53.7   0.4   2.4e-08   34.8   0.0   2.2   1   1   1   2   2   2   2 -
g30898.t2            -          PF13895_full         -            4.5e-14   53.4  14.7   6.7e-09   36.6   0.6   3.9   1   1   2   3   3   3   2 -
g20559.t1            -          PF13895_full         -            5.2e-14   53.2   0.1   5.2e-14   53.2   0.1   2.7   4   0   0   4   4   1   1 -
g1235.t1             -          PF13895_full         -            5.5e-14   53.2   0.7   0.00012   22.7   0.1   3.2   3   0   0   3   3   3   2 -
g18940.t1            -          PF13895_full         -            6.3e-14   53.0   0.9   6.3e-14   53.0   0.9   2.7   3   0   0   3   3   1   1 -
g6505.t1             -          PF13895_full         -            6.8e-14   52.9   5.0   1.8e-13   51.4   5.0   1.7   1   1   0   1   1   1   1 -
g24320.t1            -          PF13895_full         -              7e-14   52.8   0.0   1.5e-13   51.7   0.0   1.6   1   0   0   1   1   1   1 -
g18940.t2            -          PF13895_full         -            7.8e-14   52.6   1.1   7.8e-14   52.6   1.1   2.7   3   0   0   3   3   1   1 -
g29812.t1            -          PF13895_full         -              8e-14   52.6   0.1   1.4e-08   35.6   0.0   2.1   1   1   1   2   2   2   2 -
g25702.t1            -          PF13895_full         -            8.3e-14   52.6  10.5     4e-07   30.8   1.1   3.0   2   1   0   2   2   2   2 -
g6129.t1             -          PF13895_full         -              1e-13   52.3   3.5   4.3e-08   34.0   0.0   3.0   2   1   1   3   3   2   2 -
g18477.t1            -          PF13895_full         -            1.1e-13   52.1   3.6   5.5e-10   40.1   0.0   2.8   2   1   1   3   3   2   2 -
g17127.t2            -          PF13895_full         -            1.2e-13   52.1   0.6   2.2e-13   51.2   0.6   1.5   1   0   0   1   1   1   1 -
g24315.t1            -          PF13895_full         -            1.3e-13   51.9   0.0     3e-13   50.8   0.0   1.5   1   1   0   1   1   1   1 -
g19903.t1            -          PF13895_full         -            1.3e-13   51.9   0.6   1.2e-07   32.6   0.1   2.4   1   1   1   2   2   2   2 -
g5369.t1             -          PF13895_full         -            1.4e-13   51.8   0.1   1.4e-13   51.8   0.1   1.0   1   0   0   1   1   1   1 -
g30889.t3            -          PF13895_full         -            1.5e-13   51.8   0.1   1.4e-08   35.6   0.0   2.1   1   1   1   2   2   2   2 -
g17127.t1            -          PF13895_full         -            1.5e-13   51.7   0.6   2.7e-13   50.9   0.6   1.4   1   0   0   1   1   1   1 -
g30440.t1            -          PF13895_full         -            1.7e-13   51.5   2.0   2.2e-13   51.2   2.0   1.1   1   0   0   1   1   1   1 -
g10708.t1            -          PF13895_full         -            1.8e-13   51.5   0.4   3.2e-13   50.7   0.4   1.3   1   0   0   1   1   1   1 -
g18948.t1            -          PF13895_full         -            2.2e-13   51.2   0.1   2.2e-13   51.2   0.1   2.4   2   1   1   3   3   1   1 -
g18941.t1            -          PF13895_full         -            2.4e-13   51.1   1.3   2.4e-13   51.1   1.3   3.0   2   1   1   3   3   1   1 -
g24313.t1            -          PF13895_full         -            2.4e-13   51.1   0.9   9.8e-13   49.1   0.9   2.0   1   0   0   1   1   1   1 -
g24313.t2            -          PF13895_full         -            2.5e-13   51.0   0.9     1e-12   49.1   0.9   2.0   1   0   0   1   1   1   1 -
g31050.t1            -          PF13895_full         -            2.6e-13   50.9   2.7   2.1e-07   31.7   0.1   2.9   1   1   2   3   3   3   2 -
g2267.t1             -          PF13895_full         -            2.9e-13   50.8   0.2   1.1e-12   49.0   0.1   1.8   2   0   0   2   2   1   1 -
g11895.t1            -          PF13895_full         -            2.9e-13   50.8   0.1   6.3e-13   49.7   0.1   1.5   1   0   0   1   1   1   1 -
g11322.t1            -          PF13895_full         -            3.2e-13   50.7   0.3     1e-05   26.3   0.0   3.0   2   1   1   3   3   2   2 -
g27371.t1            -          PF13895_full         -            3.6e-13   50.5   1.0   8.5e-13   49.3   0.1   2.0   1   1   1   2   2   1   1 -
g24728.t1            -          PF13895_full         -            3.8e-13   50.4   3.6   3.8e-13   50.4   3.6   2.1   2   0   0   2   2   1   1 -
g30068.t1            -          PF13895_full         -            3.9e-13   50.4   0.6   1.5e-05   25.7   0.2   2.1   1   1   1   2   2   2   2 -
g22486.t1            -          PF13895_full         -            3.9e-13   50.4   1.0     1e-11   45.8   0.1   2.7   2   1   1   3   3   3   1 -
g29154.t1            -          PF13895_full         -              4e-13   50.4   0.1   6.6e-09   36.6   0.0   2.1   1   1   1   2   2   2   2 -
g6433.t1             -          PF13895_full         -            4.8e-13   50.1   0.0   1.1e-12   48.9   0.0   1.6   1   0   0   1   1   1   1 -
g27033.t1            -          PF13895_full         -            5.6e-13   49.9   0.0   1.3e-12   48.7   0.0   1.5   1   0   0   1   1   1   1 -
g29727.t1            -          PF13895_full         -            6.6e-13   49.6   1.3   6.6e-13   49.6   1.3   2.8   2   1   1   3   3   2   1 -
g27027.t1            -          PF13895_full         -            7.2e-13   49.5  19.0   1.5e-10   42.0   2.1   2.9   2   1   1   3   3   2   2 -
g19011.t1            -          PF13895_full         -            7.7e-13   49.4   0.0   1.3e-05   25.9   0.0   2.2   1   1   1   2   2   2   2 -
g9328.t1             -          PF13895_full         -            7.7e-13   49.4   0.0   1.9e-12   48.1   0.0   1.6   1   0   0   1   1   1   1 -
g8085.t1             -          PF13895_full         -            9.6e-13   49.1   0.0   1.2e-12   48.8   0.0   1.2   1   0   0   1   1   1   1 -
g25243.t1            -          PF13895_full         -            1.3e-12   48.6   0.3   2.8e-12   47.6   0.3   1.5   1   0   0   1   1   1   1 -
g17388.t1            -          PF13895_full         -            1.6e-12   48.4   4.7   5.5e-09   36.9   5.9   2.3   1   1   1   2   2   2   1 -
g27918.t1            -          PF13895_full         -            1.8e-12   48.2   0.9   3.9e-12   47.1   0.9   1.5   1   0   0   1   1   1   1 -
g27028.t1            -          PF13895_full         -            2.2e-12   48.0   6.4   1.8e-08   35.2   0.1   2.9   2   1   1   3   3   2   2 -
g25245.t1            -          PF13895_full         -            2.3e-12   47.9   1.8   2.3e-12   47.9   1.8   1.9   1   1   1   2   2   2   1 -
g4930.t1             -          PF13895_full         -            2.4e-12   47.8   0.1   4.5e-12   46.9   0.1   1.4   1   0   0   1   1   1   1 -
g14235.t1            -          PF13895_full         -            4.8e-12   46.8   2.0   1.2e-11   45.6   2.0   1.6   1   0   0   1   1   1   1 -
g6381.t1             -          PF13895_full         -              5e-12   46.8   0.1   0.00082   20.0   0.0   4.1   3   1   1   4   4   4   1 -
g30999.t1            -          PF13895_full         -              5e-12   46.8   0.7   9.4e-12   45.9   0.7   1.4   1   0   0   1   1   1   1 -
g25413.t1            -          PF13895_full         -            5.8e-12   46.6   0.2   7.2e-12   46.3   0.2   1.1   1   0   0   1   1   1   1 -
g8089.t1             -          PF13895_full         -            5.9e-12   46.5   0.4   4.2e-11   43.8   0.0   2.2   1   1   0   2   2   1   1 -
g18949.t1            -          PF13895_full         -            6.2e-12   46.5   0.3     2e-11   44.8   0.0   2.0   2   0   0   2   2   1   1 -
g11325.t1            -          PF13895_full         -            9.8e-12   45.8   0.8     6e-05   23.7   0.8   2.7   1   1   2   3   3   2   2 -
g30757.t1            -          PF13895_full         -            1.6e-11   45.1   0.5   7.5e-08   33.2   0.0   2.2   1   1   1   2   2   2   2 -
g14232.t1            -          PF13895_full         -            1.7e-11   45.0   2.2     4e-11   43.8   2.2   1.5   1   0   0   1   1   1   1 -
g17389.t1            -          PF13895_full         -            1.8e-11   45.0   0.1   2.9e-11   44.3   0.1   1.3   1   0   0   1   1   1   1 -
g19286.t1            -          PF13895_full         -            2.3e-11   44.6   2.3   2.3e-11   44.6   2.3   4.1   3   0   0   3   3   1   1 -
g30788.t1            -          PF13895_full         -            2.3e-11   44.6   0.1   7.6e-09   36.4   0.0   2.1   1   1   1   2   2   2   1 -
g8092.t1             -          PF13895_full         -            3.4e-11   44.1   2.2   7.6e-11   42.9   2.1   1.7   1   1   0   1   1   1   1 -
g6502.t1             -          PF13895_full         -            4.1e-11   43.8   0.1   9.2e-11   42.7   0.1   1.5   1   0   0   1   1   1   1 -
g9053.t1             -          PF13895_full         -            4.2e-11   43.8  13.6      0.71   10.5   0.0  11.0  10   2   2  13  13   8   0 -
g19835.t3            -          PF13895_full         -            4.7e-11   43.6   1.2   5.9e-11   43.3   0.3   1.6   2   1   0   2   2   1   1 -
g26401.t1            -          PF13895_full         -            7.6e-11   42.9   0.2   1.6e-10   41.9   0.2   1.5   1   0   0   1   1   1   1 -
