#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
g8452.t1             -          PF13519_full         -                  0 1570.7  79.8     1e-12   49.5   0.4  64.6  57   7   6  65  65  65  56 -
g11982.t1            -          PF13519_full         -            2.2e-05   25.5   0.5   3.9e-05   24.7   0.0   1.6   2   0   0   2   2   1   1 -
g3041.t1             -          PF13519_full         -            2.2e-05   25.5   0.1   3.9e-05   24.7   0.1   1.4   1   0   0   1   1   1   1 -
g19115.t1            -          PF13519_full         -            2.2e-05   25.5   0.0   5.1e-05   24.3   0.0   1.6   1   1   0   1   1   1   1 -
g26361.t1            -          PF13519_full         -            2.9e-05   25.1   0.0   3.6e-05   24.8   0.0   1.2   1   0   0   1   1   1   1 -
g18587.t1            -          PF13519_full         -            3.6e-05   24.8   0.0   4.7e-05   24.4   0.0   1.1   1   0   0   1   1   1   1 -
g31797.t1            -          PF13519_full         -            4.1e-05   24.6   0.0   6.2e-05   24.0   0.0   1.3   1   0   0   1   1   1   1 -
g17960.t1            -          PF13519_full         -            4.7e-05   24.4   0.0   7.9e-05   23.7   0.0   1.3   1   0   0   1   1   1   1 -
g5597.t1             -          PF13519_full         -            5.9e-05   24.1   0.0    0.0012   19.7   0.0   2.1   2   0   0   2   2   2   1 -
g18928.t1            -          PF13519_full         -            6.8e-05   23.9   0.0   9.1e-05   23.5   0.0   1.1   1   0   0   1   1   1   1 -
g21495.t1            -          PF13519_full         -             0.0001   23.3   0.0   0.00016   22.7   0.0   1.2   1   0   0   1   1   1   1 -
g34001.t2            -          PF13519_full         -            0.00011   23.2   0.0    0.0002   22.3   0.0   1.3   1   0   0   1   1   1   1 -
g34001.t1            -          PF13519_full         -            0.00012   23.1   0.0   0.00021   22.2   0.0   1.3   1   0   0   1   1   1   1 -
g6165.t1             -          PF13519_full         -            0.00013   22.9   0.0      0.16   12.9   0.0   2.2   2   0   0   2   2   2   1 -
g25166.t2            -          PF13519_full         -            0.00014   22.8   0.0    0.0002   22.3   0.0   1.2   1   0   0   1   1   1   1 -
g15031.t1            -          PF13519_full         -            0.00018   22.5   0.0   0.00033   21.6   0.0   1.4   1   0   0   1   1   1   1 -
g18679.t1            -          PF13519_full         -            0.00022   22.2   0.0    0.0004   21.4   0.0   1.3   1   0   0   1   1   1   1 -
g29118.t1            -          PF13519_full         -            0.00026   22.0   0.0    0.0015   19.5   0.0   2.2   1   1   0   1   1   1   1 -
g1059.t1             -          PF13519_full         -            0.00028   21.9   0.0    0.0005   21.0   0.0   1.3   1   0   0   1   1   1   1 -
g27620.t1            -          PF13519_full         -            0.00031   21.7   0.1   0.00044   21.2   0.1   1.2   1   0   0   1   1   1   1 -
g13765.t1            -          PF13519_full         -             0.0004   21.4   0.0   0.00054   20.9   0.0   1.2   1   0   0   1   1   1   1 -
g24373.t1            -          PF13519_full         -            0.00061   20.8   0.0     0.002   19.1   0.0   1.7   1   1   0   1   1   1   1 -
g23135.t1            -          PF13519_full         -            0.00088   20.2   0.0    0.0012   19.8   0.0   1.3   1   0   0   1   1   1   1 -
g29854.t1            -          PF13519_full         -            0.00089   20.2   0.0    0.0019   19.2   0.0   1.5   1   0   0   1   1   1   1 -
g23592.t1            -          PF13519_full         -            0.00097   20.1   0.0    0.0015   19.5   0.0   1.2   1   0   0   1   1   1   1 -
g5602.t1             -          PF13519_full         -             0.0011   20.0   0.1       0.2   12.5   0.0   2.2   2   0   0   2   2   2   1 -
g21730.t1            -          PF13519_full         -             0.0012   19.9   0.0    0.0021   19.0   0.0   1.4   1   0   0   1   1   1   1 -
g23592.t2            -          PF13519_full         -             0.0014   19.6   0.0    0.0021   19.0   0.0   1.2   1   0   0   1   1   1   1 -
g18833.t1            -          PF13519_full         -             0.0038   18.2   0.0        14    6.5   0.0   3.3   2   1   1   3   3   3   0 -
g13389.t1            -          PF13519_full         -             0.0062   17.5   0.0    0.0096   16.8   0.0   1.3   1   0   0   1   1   1   1 -
g21850.t1            -          PF13519_full         -             0.0065   17.4   0.0    0.0081   17.1   0.0   1.1   1   0   0   1   1   1   1 -
g21300.t2            -          PF13519_full         -             0.0074   17.2   0.0     0.047   14.6   0.0   2.0   1   1   0   1   1   1   1 -
g29822.t1            -          PF13519_full         -             0.0076   17.2   0.0     0.013   16.4   0.0   1.3   1   0   0   1   1   1   1 -
g13601.t1            -          PF13519_full         -              0.012   16.6   0.0     0.013   16.4   0.0   1.1   1   0   0   1   1   1   0 -
g17915.t1            -          PF13519_full         -              0.013   16.4   0.0     0.022   15.7   0.0   1.3   1   0   0   1   1   1   0 -
g9708.t1             -          PF13519_full         -              0.024   15.5   0.0     0.031   15.2   0.0   1.2   1   0   0   1   1   1   0 -
g25166.t1            -          PF13519_full         -              0.042   14.8   0.0      0.06   14.2   0.0   1.2   1   0   0   1   1   1   0 -
g8617.t1             -          PF13519_full         -               0.06   14.2   0.0      0.15   12.9   0.0   1.8   1   1   0   1   1   1   0 -
g16092.t1            -          PF13519_full         -              0.088   13.7   0.0      0.32   11.9   0.0   1.9   1   0   0   1   1   1   0 -
g11039.t1            -          PF13519_full         -               0.11   13.4   0.0       0.2   12.5   0.0   1.4   1   0   0   1   1   1   0 -
g21179.t1            -          PF13519_full         -               0.13   13.2   0.0       0.2   12.5   0.0   1.2   1   0   0   1   1   1   0 -
g21335.t1            -          PF13519_full         -                0.3   11.9   0.0      0.45   11.4   0.0   1.3   1   0   0   1   1   1   0 -
g33741.t1            -          PF13519_full         -               0.38   11.6   0.0      0.62   10.9   0.0   1.3   1   0   0   1   1   1   0 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      ../output/PF13519_full_profile.hmm
# Target file:     ../input/braker_aa_files/p_verrucosa_soft_mask_braker.pep
# Option settings: hmmsearch --tblout ../output/hmmer_txt_output/braker3_soft_masked/p_verrucosa_soft_mask_braker_PF13519_full_profile_hmmer_braker3_results.txt ../output/PF13519_full_profile.hmm ../input/braker_aa_files/p_verrucosa_soft_mask_braker.pep 
# Current dir:     /home/tanya/Work_files/TIR_Domains/Coral/procedure
# Date:            Thu Oct 17 19:44:13 2024
# [ok]
