#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
g56810.t1            -          PF13519_full         -                  0 1440.4  94.4   3.5e-11   45.7   0.4  52.2  47   5   5  52  52  52  46 -
g51552.t2            -          PF13519_full         -            7.6e-09   38.1   0.0   9.1e-09   37.8   0.0   1.2   1   0   0   1   1   1   1 -
g78416.t2            -          PF13519_full         -            7.6e-09   38.1   0.0   9.1e-09   37.8   0.0   1.2   1   0   0   1   1   1   1 -
g51552.t1            -          PF13519_full         -            7.7e-09   38.1   0.0   9.2e-09   37.8   0.0   1.2   1   0   0   1   1   1   1 -
g78416.t1            -          PF13519_full         -            7.7e-09   38.1   0.0   9.2e-09   37.8   0.0   1.2   1   0   0   1   1   1   1 -
g48873.t1            -          PF13519_full         -            8.6e-09   37.9   0.1   3.8e-08   35.8   0.0   2.1   2   1   0   2   2   1   1 -
g21183.t1            -          PF13519_full         -            8.8e-09   37.9   0.1   1.6e-08   37.0   0.1   1.3   1   1   0   1   1   1   1 -
g49998.t1            -          PF13519_full         -            9.2e-09   37.8   0.0   1.1e-08   37.5   0.0   1.0   1   0   0   1   1   1   1 -
g5373.t1             -          PF13519_full         -            9.9e-09   37.7   0.2   1.9e-08   36.8   0.2   1.4   1   0   0   1   1   1   1 -
g7206.t1             -          PF13519_full         -              1e-08   37.7   0.0   1.4e-08   37.2   0.0   1.1   1   0   0   1   1   1   1 -
g56894.t1            -          PF13519_full         -              1e-08   37.7   0.0     0.014   17.6   0.0   3.1   3   0   0   3   3   3   2 -
g18717.t1            -          PF13519_full         -            1.1e-08   37.6   0.4   1.5e-08   37.2   0.4   1.2   1   0   0   1   1   1   1 -
g84558.t1            -          PF13519_full         -            1.1e-08   37.5   0.0   1.3e-08   37.4   0.0   1.2   1   0   0   1   1   1   1 -
g51428.t1            -          PF13519_full         -            1.2e-08   37.5   0.0   1.8e-08   36.9   0.0   1.3   1   0   0   1   1   1   1 -
g51432.t1            -          PF13519_full         -            1.2e-08   37.5   0.0   1.8e-08   36.9   0.0   1.3   1   0   0   1   1   1   1 -
g76894.t1            -          PF13519_full         -            1.3e-08   37.3   0.0   1.9e-08   36.8   0.0   1.2   1   0   0   1   1   1   1 -
g42100.t2            -          PF13519_full         -            1.5e-08   37.1   0.0   2.8e-08   36.2   0.0   1.4   1   0   0   1   1   1   1 -
g35632.t1            -          PF13519_full         -            1.9e-08   36.8   0.2   3.9e-08   35.8   0.2   1.5   1   0   0   1   1   1   1 -
g37719.t1            -          PF13519_full         -            1.9e-08   36.7   0.6   2.1e-08   36.7   0.6   1.0   1   0   0   1   1   1   1 -
g42100.t1            -          PF13519_full         -              2e-08   36.7   0.0   3.6e-08   35.9   0.0   1.3   1   0   0   1   1   1   1 -
g25165.t1            -          PF13519_full         -            2.5e-08   36.4   0.0   3.3e-08   36.0   0.0   1.2   1   0   0   1   1   1   1 -
g52867.t1            -          PF13519_full         -            2.5e-08   36.4   0.0   5.3e-08   35.3   0.0   1.4   1   0   0   1   1   1   1 -
g20281.t1            -          PF13519_full         -            3.2e-08   36.0   0.0   5.6e-08   35.2   0.0   1.3   1   0   0   1   1   1   1 -
g21182.t1            -          PF13519_full         -            3.3e-08   36.0   0.0   4.8e-08   35.5   0.0   1.2   1   0   0   1   1   1   1 -
g49175.t1            -          PF13519_full         -            3.7e-08   35.8   0.0   4.4e-08   35.6   0.0   1.1   1   0   0   1   1   1   1 -
g49177.t1            -          PF13519_full         -            3.7e-08   35.8   0.0   4.4e-08   35.6   0.0   1.1   1   0   0   1   1   1   1 -
g44941.t1            -          PF13519_full         -            3.8e-08   35.8   0.3     6e-08   35.1   0.3   1.3   1   0   0   1   1   1   1 -
g12484.t1            -          PF13519_full         -            3.9e-08   35.7   0.1   9.4e-08   34.5   0.1   1.6   1   0   0   1   1   1   1 -
g27295.t1            -          PF13519_full         -            3.9e-08   35.7   0.0   6.6e-08   35.0   0.0   1.3   1   0   0   1   1   1   1 -
g5585.t1             -          PF13519_full         -            4.5e-08   35.6   0.1   1.3e-07   34.0   0.1   1.8   1   0   0   1   1   1   1 -
g25164.t1            -          PF13519_full         -            4.9e-08   35.4   0.0     6e-08   35.1   0.0   1.1   1   0   0   1   1   1   1 -
g41180.t2            -          PF13519_full         -            5.1e-08   35.4   0.0   8.3e-08   34.7   0.0   1.2   1   0   0   1   1   1   1 -
g84559.t1            -          PF13519_full         -            5.2e-08   35.3   0.0   6.6e-08   35.0   0.0   1.2   1   0   0   1   1   1   1 -
g64491.t1            -          PF13519_full         -            6.5e-08   35.0   0.4   1.1e-07   34.3   0.4   1.4   1   0   0   1   1   1   1 -
g9257.t1             -          PF13519_full         -              9e-08   34.6   0.0   1.6e-07   33.7   0.0   1.3   1   0   0   1   1   1   1 -
g14474.t1            -          PF13519_full         -              9e-08   34.6   0.1   1.3e-07   34.0   0.1   1.2   1   0   0   1   1   1   1 -
g34316.t1            -          PF13519_full         -            1.2e-07   34.1   0.0   2.4e-07   33.2   0.0   1.4   1   0   0   1   1   1   1 -
g71367.t1            -          PF13519_full         -            1.5e-07   33.9   0.0   1.7e-07   33.6   0.0   1.2   1   0   0   1   1   1   1 -
g64492.t2            -          PF13519_full         -            1.6e-07   33.7   0.2   2.6e-07   33.1   0.2   1.4   1   0   0   1   1   1   1 -
g37116.t1            -          PF13519_full         -            1.9e-07   33.5   0.2     4e-07   32.4   0.2   1.7   1   1   0   1   1   1   1 -
g64492.t1            -          PF13519_full         -            1.9e-07   33.5   0.2   3.1e-07   32.8   0.2   1.4   1   0   0   1   1   1   1 -
g58802.t1            -          PF13519_full         -              2e-07   33.4   0.0   2.7e-07   33.0   0.0   1.2   1   0   0   1   1   1   1 -
g80426.t1            -          PF13519_full         -            2.1e-07   33.4   0.1   3.5e-07   32.6   0.1   1.4   1   0   0   1   1   1   1 -
g41179.t3            -          PF13519_full         -            2.2e-07   33.3   0.0   4.1e-07   32.4   0.0   1.3   1   0   0   1   1   1   1 -
g41179.t2            -          PF13519_full         -            2.4e-07   33.2   0.0   4.3e-07   32.3   0.0   1.3   1   0   0   1   1   1   1 -
g41180.t3            -          PF13519_full         -            2.4e-07   33.2   0.0   4.3e-07   32.3   0.0   1.3   1   0   0   1   1   1   1 -
g41180.t1            -          PF13519_full         -            2.6e-07   33.1   0.0   4.7e-07   32.2   0.0   1.3   1   0   0   1   1   1   1 -
g41179.t1            -          PF13519_full         -            2.8e-07   33.0   0.0     5e-07   32.1   0.0   1.3   1   0   0   1   1   1   1 -
g10048.t1            -          PF13519_full         -            3.3e-07   32.7   0.0     4e-07   32.4   0.0   1.0   1   0   0   1   1   1   1 -
g54454.t1            -          PF13519_full         -            3.6e-07   32.6   0.3   7.8e-07   31.5   0.1   1.6   2   0   0   2   2   1   1 -
g45466.t1            -          PF13519_full         -            4.2e-07   32.4   0.0   6.8e-07   31.7   0.0   1.2   1   0   0   1   1   1   1 -
g79978.t1            -          PF13519_full         -            4.3e-07   32.4   0.1   4.3e-07   32.4   0.1   1.8   2   0   0   2   2   1   1 -
g16018.t1            -          PF13519_full         -            6.2e-07   31.8   0.0   8.6e-07   31.3   0.0   1.2   1   0   0   1   1   1   1 -
g23736.t1            -          PF13519_full         -            6.7e-07   31.7   0.0   1.1e-06   31.1   0.0   1.3   1   0   0   1   1   1   1 -
g7093.t1             -          PF13519_full         -            7.5e-07   31.5   0.0   1.2e-06   30.9   0.0   1.2   1   0   0   1   1   1   1 -
g39156.t1            -          PF13519_full         -            7.9e-07   31.5   0.0   1.2e-06   30.8   0.0   1.2   1   0   0   1   1   1   1 -
g57077.t1            -          PF13519_full         -            8.3e-07   31.4   0.0   1.4e-06   30.7   0.0   1.2   1   0   0   1   1   1   1 -
g81202.t1            -          PF13519_full         -            8.4e-07   31.4   0.0   4.2e-06   29.1   0.0   1.9   2   0   0   2   2   1   1 -
g73816.t1            -          PF13519_full         -            9.2e-07   31.3   0.0   1.6e-06   30.5   0.0   1.3   1   0   0   1   1   1   1 -
g73819.t1            -          PF13519_full         -            9.2e-07   31.3   0.0   1.6e-06   30.5   0.0   1.3   1   0   0   1   1   1   1 -
g28015.t1            -          PF13519_full         -            9.7e-07   31.2   0.4   2.1e-06   30.1   0.4   1.5   1   0   0   1   1   1   1 -
g59642.t1            -          PF13519_full         -            9.9e-07   31.2   0.0   1.8e-06   30.3   0.0   1.4   1   0   0   1   1   1   1 -
g46839.t1            -          PF13519_full         -            1.7e-06   30.4   0.1   3.7e-06   29.3   0.1   1.5   1   0   0   1   1   1   1 -
g39549.t1            -          PF13519_full         -            2.4e-06   29.9   0.7   8.1e-06   28.2   0.2   1.9   2   0   0   2   2   1   1 -
g65651.t1            -          PF13519_full         -            2.4e-06   29.9   0.2   3.1e-06   29.5   0.2   1.2   1   0   0   1   1   1   1 -
g82924.t1            -          PF13519_full         -            3.3e-06   29.4   0.1   3.3e-06   29.4   0.1   1.5   2   0   0   2   2   1   1 -
g39718.t1            -          PF13519_full         -            3.4e-06   29.4   0.0   3.9e-06   29.2   0.0   1.0   1   0   0   1   1   1   1 -
g52558.t1            -          PF13519_full         -            3.5e-06   29.3   0.0   5.9e-06   28.6   0.0   1.3   1   0   0   1   1   1   1 -
g25741.t1            -          PF13519_full         -            4.2e-06   29.1   0.0   7.9e-06   28.2   0.0   1.4   1   0   0   1   1   1   1 -
g19299.t1            -          PF13519_full         -            4.8e-06   28.9   0.1   0.00091   21.4   0.0   2.3   2   0   0   2   2   2   1 -
g25162.t1            -          PF13519_full         -              6e-06   28.6   0.0   7.1e-06   28.4   0.0   1.1   1   0   0   1   1   1   1 -
g7064.t1             -          PF13519_full         -            1.1e-05   27.8   0.0   1.7e-05   27.1   0.0   1.3   1   0   0   1   1   1   1 -
g77009.t1            -          PF13519_full         -              2e-05   26.9   0.1   2.6e-05   26.5   0.1   1.1   1   0   0   1   1   1   1 -
g77010.t1            -          PF13519_full         -            2.1e-05   26.8   0.0   2.7e-05   26.5   0.0   1.1   1   0   0   1   1   1   1 -
g39717.t1            -          PF13519_full         -            2.4e-05   26.6   0.0   2.8e-05   26.4   0.0   1.0   1   0   0   1   1   1   1 -
g31078.t1            -          PF13519_full         -            3.5e-05   26.1   0.0   5.7e-05   25.4   0.0   1.3   1   0   0   1   1   1   1 -
g5372.t3             -          PF13519_full         -            3.9e-05   25.9   0.0   6.5e-05   25.2   0.0   1.3   1   0   0   1   1   1   1 -
g5372.t2             -          PF13519_full         -            4.3e-05   25.8   0.0     8e-05   24.9   0.0   1.4   1   0   0   1   1   1   1 -
g936.t1              -          PF13519_full         -            6.1e-05   25.3   0.0   0.00011   24.5   0.0   1.4   1   0   0   1   1   1   1 -
g937.t1              -          PF13519_full         -            6.1e-05   25.3   0.0   0.00011   24.5   0.0   1.4   1   0   0   1   1   1   1 -
g3383.t1             -          PF13519_full         -            6.4e-05   25.2   0.0   0.00011   24.4   0.0   1.3   1   0   0   1   1   1   1 -
g64142.t1            -          PF13519_full         -            8.6e-05   24.8   0.0   0.00015   24.0   0.0   1.3   1   0   0   1   1   1   1 -
g70918.t1            -          PF13519_full         -              9e-05   24.7   0.0   0.00011   24.4   0.0   1.1   1   0   0   1   1   1   1 -
g70918.t2            -          PF13519_full         -            9.1e-05   24.7   0.0   0.00012   24.4   0.0   1.1   1   0   0   1   1   1   1 -
g31080.t2            -          PF13519_full         -            9.3e-05   24.7   0.0   0.00017   23.9   0.0   1.3   1   0   0   1   1   1   1 -
g31080.t1            -          PF13519_full         -            9.4e-05   24.7   0.0   0.00017   23.8   0.0   1.3   1   0   0   1   1   1   1 -
g44938.t1            -          PF13519_full         -             0.0001   24.5   0.1    0.0002   23.6   0.1   1.4   1   0   0   1   1   1   1 -
g80699.t1            -          PF13519_full         -            0.00015   24.0   0.0   0.00041   22.6   0.0   1.6   1   1   0   1   1   1   1 -
g39155.t1            -          PF13519_full         -             0.0002   23.6   0.0   0.00036   22.8   0.0   1.3   1   0   0   1   1   1   1 -
g37049.t1            -          PF13519_full         -            0.00021   23.6   0.1     0.019   17.1   0.0   2.3   2   0   0   2   2   2   1 -
g61288.t1            -          PF13519_full         -            0.00021   23.5   0.0   0.00027   23.2   0.0   1.1   1   0   0   1   1   1   1 -
g7063.t1             -          PF13519_full         -            0.00031   23.0   0.0   0.00053   22.2   0.0   1.3   1   0   0   1   1   1   1 -
g70401.t1            -          PF13519_full         -            0.00035   22.8   0.0   0.00063   22.0   0.0   1.3   1   0   0   1   1   1   1 -
g54762.t1            -          PF13519_full         -            0.00035   22.8   0.0   0.00046   22.4   0.0   1.1   1   0   0   1   1   1   1 -
g40878.t1            -          PF13519_full         -            0.00043   22.5   0.0   0.00063   22.0   0.0   1.2   1   0   0   1   1   1   1 -
g70136.t1            -          PF13519_full         -            0.00048   22.3   0.0   0.00066   21.9   0.0   1.1   1   0   0   1   1   1   1 -
g12483.t1            -          PF13519_full         -            0.00057   22.1   0.2   0.00059   22.1   0.2   1.2   1   0   0   1   1   1   1 -
g70134.t1            -          PF13519_full         -            0.00067   21.9   0.0   0.00092   21.4   0.0   1.1   1   0   0   1   1   1   1 -
g61746.t1            -          PF13519_full         -            0.00072   21.8   0.0   0.00097   21.4   0.0   1.1   1   0   0   1   1   1   1 -
g84330.t1            -          PF13519_full         -            0.00077   21.7   0.7     0.001   21.3   0.7   1.1   1   0   0   1   1   1   1 -
g58030.t1            -          PF13519_full         -            0.00086   21.5   0.0    0.0024   20.1   0.0   1.7   1   1   1   2   2   2   1 -
g66031.t2            -          PF13519_full         -             0.0013   21.0   0.0    0.0024   20.1   0.0   1.4   2   0   0   2   2   1   1 -
g66031.t1            -          PF13519_full         -             0.0013   20.9   0.0    0.0026   20.0   0.0   1.5   2   0   0   2   2   1   1 -
g12482.t1            -          PF13519_full         -             0.0021   20.3   0.0    0.0021   20.3   0.0   1.1   1   0   0   1   1   1   1 -
g69035.t1            -          PF13519_full         -             0.0024   20.1   0.0    0.0033   19.6   0.0   1.2   1   0   0   1   1   1   1 -
g49904.t1            -          PF13519_full         -             0.0038   19.4   0.0    0.0045   19.2   0.0   1.0   1   0   0   1   1   1   1 -
g39012.t1            -          PF13519_full         -              0.004   19.3   0.0    0.0058   18.8   0.0   1.2   1   0   0   1   1   1   1 -
g59056.t2            -          PF13519_full         -             0.0044   19.2   0.0    0.0051   19.0   0.0   1.1   1   0   0   1   1   1   1 -
g79263.t1            -          PF13519_full         -             0.0061   18.7   0.0     0.013   17.7   0.0   1.4   1   0   0   1   1   1   1 -
g37038.t1            -          PF13519_full         -             0.0063   18.7   0.0     0.012   17.8   0.0   1.4   1   0   0   1   1   1   1 -
g11237.t1            -          PF13519_full         -             0.0072   18.5   0.0     0.014   17.5   0.0   1.4   1   0   0   1   1   1   1 -
g37717.t1            -          PF13519_full         -             0.0094   18.1   0.0     0.012   17.8   0.0   1.1   1   0   0   1   1   1   1 -
g73357.t1            -          PF13519_full         -             0.0095   18.1   0.0     0.017   17.3   0.0   1.3   1   0   0   1   1   1   1 -
g24541.t1            -          PF13519_full         -              0.012   17.8   0.0     0.013   17.7   0.0   1.1   1   0   0   1   1   1   0 -
g14695.t1            -          PF13519_full         -              0.013   17.6   0.0      0.02   17.1   0.0   1.2   1   0   0   1   1   1   0 -
g65462.t1            -          PF13519_full         -              0.013   17.6   0.0     0.022   16.9   0.0   1.3   1   0   0   1   1   1   0 -
g74958.t1            -          PF13519_full         -              0.014   17.5   0.0      0.02   17.1   0.0   1.1   1   0   0   1   1   1   0 -
g59056.t1            -          PF13519_full         -              0.017   17.3   0.1     0.041   16.0   0.0   1.6   2   0   0   2   2   1   0 -
g30789.t1            -          PF13519_full         -              0.018   17.2   0.0     0.034   16.3   0.0   1.4   1   0   0   1   1   1   0 -
g25168.t1            -          PF13519_full         -              0.018   17.2   0.0     0.021   17.0   0.0   1.1   1   0   0   1   1   1   0 -
g15989.t1            -          PF13519_full         -              0.019   17.1   0.2      0.03   16.5   0.2   1.2   1   0   0   1   1   1   0 -
g52695.t1            -          PF13519_full         -              0.023   16.9   0.1     0.046   15.9   0.1   1.4   1   0   0   1   1   1   0 -
g69581.t1            -          PF13519_full         -              0.029   16.5   0.1       2.6   10.1   0.0   2.3   2   0   0   2   2   2   0 -
g25431.t1            -          PF13519_full         -              0.041   16.0   0.0     0.052   15.7   0.0   1.1   1   0   0   1   1   1   0 -
g64143.t1            -          PF13519_full         -              0.058   15.5   0.0     0.094   14.9   0.0   1.3   1   0   0   1   1   1   0 -
g34315.t1            -          PF13519_full         -              0.098   14.8   0.0      0.16   14.1   0.0   1.3   1   0   0   1   1   1   0 -
g25322.t2            -          PF13519_full         -               0.11   14.6   0.0      0.14   14.3   0.0   1.1   1   0   0   1   1   1   0 -
g67182.t1            -          PF13519_full         -               0.11   14.6   0.0      0.13   14.4   0.0   1.1   1   0   0   1   1   1   0 -
g25322.t1            -          PF13519_full         -               0.14   14.3   0.0      0.18   13.9   0.0   1.1   1   0   0   1   1   1   0 -
g27073.t1            -          PF13519_full         -               0.15   14.2   0.0      0.25   13.5   0.0   1.3   1   0   0   1   1   1   0 -
g35719.t1            -          PF13519_full         -               0.15   14.2   0.1      0.27   13.4   0.1   1.4   1   0   0   1   1   1   0 -
g59640.t1            -          PF13519_full         -               0.16   14.1   0.0      0.21   13.7   0.0   1.1   1   0   0   1   1   1   0 -
g79606.t1            -          PF13519_full         -               0.16   14.1   0.0      0.21   13.7   0.0   1.1   1   0   0   1   1   1   0 -
g44017.t1            -          PF13519_full         -               0.22   13.6   0.0      0.34   13.0   0.0   1.2   1   0   0   1   1   1   0 -
g50003.t1            -          PF13519_full         -               0.24   13.5   0.0      0.43   12.7   0.0   1.3   1   0   0   1   1   1   0 -
g41329.t1            -          PF13519_full         -               0.28   13.3   0.0      0.57   12.3   0.0   1.4   1   0   0   1   1   1   0 -
g37816.t1            -          PF13519_full         -               0.41   12.8   0.0      0.67   12.1   0.0   1.4   1   1   0   1   1   1   0 -
g37116.t2            -          PF13519_full         -               0.48   12.5   0.1      0.73   11.9   0.1   1.5   1   1   0   1   1   1   0 -
g83121.t1            -          PF13519_full         -               0.52   12.4   0.0      0.98   11.5   0.0   1.4   1   0   0   1   1   1   0 -
g30787.t1            -          PF13519_full         -               0.56   12.3   0.0      0.96   11.5   0.0   1.3   1   0   0   1   1   1   0 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      ../output/PF13519_full_profile.hmm
# Target file:     ../input/braker_aa_files/p_sinensis_soft_mask_braker.pep
# Option settings: hmmsearch --tblout ../output/hmmer_txt_output/braker3_soft_masked/p_sinensis_soft_mask_braker_PF13519_full_profile_hmmer_braker3_results.txt ../output/PF13519_full_profile.hmm ../input/braker_aa_files/p_sinensis_soft_mask_braker.pep 
# Current dir:     /home/tanya/Work_files/TIR_Domains/Coral/procedure
# Date:            Thu Oct 17 19:44:09 2024
# [ok]
