#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
g20566.t1            -          PF13927_seed         -                  0 2149.1 211.3     9e-15   57.3   0.2  57.2  56   1   0  56  56  56  56 -
g53200.t1            -          PF13927_seed         -                  0 1832.0   9.3   6.3e-16   61.0   0.0  40.9  41   0   0  41  41  40  39 -
g36916.t1            -          PF13927_seed         -            1.4e-42  146.4   0.4   1.6e-14   56.5   0.1   3.3   3   0   0   3   3   3   3 -
g15718.t1            -          PF13927_seed         -            1.8e-42  146.1   3.8   2.5e-14   55.8   0.1   3.5   3   0   0   3   3   3   3 -
g20038.t1            -          PF13927_seed         -            2.9e-42  145.4   1.5   7.3e-14   54.4   0.0   4.0   3   1   0   3   3   3   3 -
g20039.t1            -          PF13927_seed         -            2.9e-42  145.4   1.5   7.3e-14   54.4   0.0   4.0   3   1   0   3   3   3   3 -
g64021.t1            -          PF13927_seed         -            6.6e-42  144.2   1.2   6.8e-14   54.5   0.0   4.1   3   1   0   3   3   3   3 -
g2808.t1             -          PF13927_seed         -            8.1e-42  144.0   3.1   3.2e-15   58.7   0.0   3.3   3   0   0   3   3   3   3 -
g24058.t1            -          PF13927_seed         -            9.2e-42  143.8   0.8   1.7e-16   62.8   0.1   3.6   3   0   0   3   3   3   3 -
g40259.t2            -          PF13927_seed         -              1e-41  143.7   0.8   6.4e-14   54.6   0.0   3.6   3   0   0   3   3   3   3 -
g53633.t1            -          PF13927_seed         -            1.2e-41  143.4   0.7   4.8e-12   48.6   0.1   3.6   3   0   0   3   3   3   3 -
g53631.t1            -          PF13927_seed         -            1.3e-41  143.3   0.7   4.9e-12   48.5   0.1   3.6   3   0   0   3   3   3   3 -
g13781.t1            -          PF13927_seed         -            1.3e-41  143.3   0.7   5.1e-12   48.5   0.1   3.7   3   0   0   3   3   3   3 -
g40276.t1            -          PF13927_seed         -            1.4e-41  143.2   0.9   4.1e-12   48.8   0.0   4.0   3   1   0   3   3   3   3 -
g58370.t1            -          PF13927_seed         -              3e-41  142.1   1.1   1.1e-13   53.8   0.0   4.1   3   1   0   3   3   3   3 -
g56666.t1            -          PF13927_seed         -            4.1e-41  141.7  11.7   2.2e-15   59.3   0.3   3.9   3   0   0   3   3   3   3 -
g74909.t1            -          PF13927_seed         -            4.2e-41  141.7   3.2   3.1e-13   52.4   0.2   3.4   3   0   0   3   3   3   3 -
g40275.t1            -          PF13927_seed         -            5.2e-41  141.4   2.4   3.9e-14   55.3   0.0   4.2   3   1   1   4   4   4   4 -
g8212.t1             -          PF13927_seed         -            6.3e-41  141.1   4.1   5.1e-15   58.1   0.2   3.8   3   0   0   3   3   3   3 -
g72670.t2            -          PF13927_seed         -            9.7e-41  140.5  11.0   1.3e-12   50.4   0.7   4.8   4   0   0   4   4   4   4 -
g45185.t1            -          PF13927_seed         -            9.9e-41  140.5   2.7   1.2e-12   50.5   0.3   3.5   3   0   0   3   3   3   3 -
g72670.t1            -          PF13927_seed         -            1.3e-40  140.0  11.0   1.4e-12   50.3   0.7   4.8   4   0   0   4   4   4   4 -
g71179.t1            -          PF13927_seed         -            1.6e-40  139.8   0.5   2.4e-10   43.1   0.0   4.8   5   0   0   5   5   4   3 -
g26346.t2            -          PF13927_seed         -            2.8e-40  139.0  23.8   8.1e-12   47.8   0.5   6.0   4   1   0   5   5   5   4 -
g82792.t1            -          PF13927_seed         -            3.1e-40  138.9   7.3   2.3e-15   59.2   0.2   4.0   4   0   0   4   4   3   3 -
g23058.t1            -          PF13927_seed         -            4.6e-40  138.3   2.3   6.2e-17   64.2   0.1   3.5   3   1   0   3   3   3   3 -
g54952.t1            -          PF13927_seed         -            7.9e-40  137.6   6.2   8.2e-18   67.0   0.0   3.6   3   1   0   3   3   3   3 -
g54953.t1            -          PF13927_seed         -            7.9e-40  137.6   6.2   8.2e-18   67.0   0.0   3.6   3   1   0   3   3   3   3 -
g38986.t1            -          PF13927_seed         -            8.7e-40  137.4   1.3     4e-14   55.2   0.1   3.2   3   0   0   3   3   3   3 -
g14258.t1            -          PF13927_seed         -            1.5e-39  136.7   4.4   9.1e-16   60.5   0.2   3.2   3   0   0   3   3   3   3 -
g44022.t1            -          PF13927_seed         -            1.5e-39  136.7  16.9     2e-14   56.2   1.0   3.6   3   0   0   3   3   3   3 -
g70132.t1            -          PF13927_seed         -            1.5e-39  136.7   8.0     2e-13   53.0   0.1   3.2   3   0   0   3   3   3   3 -
g58842.t1            -          PF13927_seed         -            1.5e-39  136.7   2.9   1.5e-12   50.2   0.3   3.9   4   0   0   4   4   3   3 -
g7519.t1             -          PF13927_seed         -            1.5e-39  136.7   2.7   2.9e-14   55.7   0.3   3.3   3   0   0   3   3   3   3 -
g46063.t1            -          PF13927_seed         -            1.9e-39  136.4   5.1   5.1e-10   42.1   0.0   4.5   4   0   0   4   4   4   4 -
g73891.t1            -          PF13927_seed         -            2.7e-39  135.9  10.8     5e-20   74.1   1.2   2.7   3   0   0   3   3   2   2 -
g13041.t1            -          PF13927_seed         -            2.7e-39  135.9   2.8   9.2e-15   57.3   0.3   3.6   3   0   0   3   3   3   3 -
g51270.t1            -          PF13927_seed         -              3e-39  135.7   6.4   1.2e-16   63.3   0.3   3.3   3   0   0   3   3   3   3 -
g13042.t1            -          PF13927_seed         -            3.1e-39  135.7   2.8   9.9e-15   57.2   0.3   3.6   3   0   0   3   3   3   3 -
g70132.t2            -          PF13927_seed         -            3.7e-39  135.4   7.9   1.6e-13   53.3   0.1   3.2   3   0   0   3   3   3   3 -
g38987.t1            -          PF13927_seed         -            3.7e-39  135.4   1.3   6.7e-14   54.5   0.1   3.2   3   0   0   3   3   3   3 -
g18292.t1            -          PF13927_seed         -            4.1e-39  135.3   1.0     9e-13   50.9   0.2   3.6   3   0   0   3   3   3   3 -
g8173.t1             -          PF13927_seed         -            4.2e-39  135.3   1.1   4.5e-14   55.1   0.0   3.8   4   0   0   4   4   3   3 -
g64353.t1            -          PF13927_seed         -            4.3e-39  135.2   1.4   5.5e-14   54.8   0.0   3.2   2   1   1   3   3   3   3 -
g17019.t2            -          PF13927_seed         -            4.4e-39  135.2   3.6   8.5e-14   54.2   0.1   3.3   3   0   0   3   3   3   3 -
g38987.t2            -          PF13927_seed         -            6.5e-39  134.7   1.3   8.4e-14   54.2   0.1   3.3   3   0   0   3   3   3   3 -
g41440.t2            -          PF13927_seed         -            8.1e-39  134.3  15.9   9.4e-09   38.0   0.0   6.0   6   1   0   6   6   5   5 -
g72156.t1            -          PF13927_seed         -            8.4e-39  134.3   0.8   1.5e-15   59.8   0.0   3.1   3   0   0   3   3   3   3 -
g14567.t1            -          PF13927_seed         -            9.1e-39  134.2   0.3   3.1e-13   52.4   0.0   3.4   3   0   0   3   3   3   3 -
g20289.t1            -          PF13927_seed         -              1e-38  134.0   0.2     2e-14   56.2   0.0   3.5   3   0   0   3   3   3   3 -
g41440.t1            -          PF13927_seed         -            1.1e-38  133.9  15.8     1e-08   37.9   0.0   6.0   6   1   0   6   6   5   5 -
g32879.t1            -          PF13927_seed         -            1.2e-38  133.8  10.3   2.4e-15   59.2   0.2   4.3   4   1   0   4   4   3   3 -
g29474.t3            -          PF13927_seed         -            1.2e-38  133.8   0.1   8.4e-15   57.4   0.1   3.8   3   0   0   3   3   3   3 -
g7098.t1             -          PF13927_seed         -            1.5e-38  133.5   1.5   4.6e-13   51.8   0.1   3.2   3   0   0   3   3   3   3 -
g68977.t1            -          PF13927_seed         -            1.7e-38  133.3  15.4     1e-12   50.7   2.9   3.6   3   0   0   3   3   3   3 -
g74910.t1            -          PF13927_seed         -            1.8e-38  133.3   3.5     4e-13   52.0   0.4   3.4   3   0   0   3   3   3   3 -
g13043.t1            -          PF13927_seed         -            2.1e-38  133.0   6.1   8.6e-15   57.4   0.2   4.3   4   1   0   4   4   3   3 -
g76843.t1            -          PF13927_seed         -            2.1e-38  133.0  24.7   2.1e-14   56.1   0.5   5.7   5   2   0   5   5   5   5 -
g18288.t1            -          PF13927_seed         -            3.8e-38  132.2   3.6   2.2e-13   52.8   0.7   3.4   3   0   0   3   3   3   3 -
g71174.t1            -          PF13927_seed         -            6.2e-38  131.5   3.0   5.7e-13   51.5   0.0   3.7   3   0   0   3   3   3   3 -
g38986.t2            -          PF13927_seed         -            6.5e-38  131.4   1.9   3.2e-14   55.5   0.1   3.1   3   0   0   3   3   3   3 -
g38987.t3            -          PF13927_seed         -            6.5e-38  131.4   1.9   3.2e-14   55.5   0.1   3.1   3   0   0   3   3   3   3 -
g64173.t1            -          PF13927_seed         -            6.6e-38  131.4   1.8   7.5e-16   60.7   0.2   3.8   4   0   0   4   4   3   3 -
g47588.t1            -          PF13927_seed         -            6.9e-38  131.4   4.9   2.4e-23   84.7   0.4   2.2   2   0   0   2   2   2   2 -
g65050.t1            -          PF13927_seed         -            9.9e-38  130.9   9.9   1.6e-15   59.7   0.3   4.0   4   0   0   4   4   3   3 -
g65051.t1            -          PF13927_seed         -            9.9e-38  130.9   9.9   1.6e-15   59.7   0.3   4.0   4   0   0   4   4   3   3 -
g70130.t1            -          PF13927_seed         -            2.3e-37  129.7  11.7   1.6e-12   50.0   2.0   4.3   4   0   0   4   4   4   3 -
g71793.t1            -          PF13927_seed         -            2.9e-37  129.4   5.9   1.9e-15   59.4   1.1   4.6   3   1   0   3   3   3   2 -
g8184.t1             -          PF13927_seed         -            4.7e-37  128.7   1.0   1.7e-11   46.8   0.3   4.0   3   0   0   3   3   3   3 -
g32880.t1            -          PF13927_seed         -            6.3e-37  128.3   8.8   2.4e-15   59.1   0.2   4.3   4   1   0   4   4   3   3 -
g49400.t1            -          PF13927_seed         -              1e-36  127.6   5.1   4.2e-17   64.7   1.8   2.2   2   0   0   2   2   2   2 -
g7098.t2             -          PF13927_seed         -            1.1e-36  127.6   2.1   3.5e-13   52.2   0.1   3.1   3   0   0   3   3   3   3 -
g73186.t1            -          PF13927_seed         -            1.5e-36  127.1  23.1   3.8e-10   42.5   1.1   6.5   5   1   0   5   5   5   4 -
g4386.t1             -          PF13927_seed         -              2e-36  126.7   0.3   3.5e-14   55.4   0.0   3.6   3   1   0   3   3   3   3 -
g55388.t1            -          PF13927_seed         -            2.1e-36  126.6   3.7   8.9e-15   57.3   0.4   3.4   3   1   0   3   3   3   3 -
g30729.t1            -          PF13927_seed         -            2.7e-36  126.2   0.4   8.1e-14   54.2   0.0   3.6   3   1   0   3   3   3   3 -
g38261.t1            -          PF13927_seed         -            3.6e-36  125.9  11.4   1.3e-14   56.8   0.3   4.3   5   0   0   5   5   3   3 -
g74790.t1            -          PF13927_seed         -            4.5e-36  125.5   4.8   3.5e-15   58.6   0.6   3.4   3   0   0   3   3   3   3 -
g72941.t1            -          PF13927_seed         -              5e-36  125.4   7.6   6.9e-12   48.1   0.3   4.8   4   1   0   4   4   4   4 -
g71180.t1            -          PF13927_seed         -            6.2e-36  125.1   0.0   1.7e-10   43.6   0.0   4.2   4   0   0   4   4   4   3 -
g53702.t1            -          PF13927_seed         -            6.4e-36  125.1   0.3   2.3e-16   62.4   0.0   2.5   2   0   0   2   2   2   2 -
g20817.t1            -          PF13927_seed         -            6.6e-36  125.0   4.8   4.2e-15   58.4   0.6   3.5   3   0   0   3   3   3   3 -
g8211.t1             -          PF13927_seed         -            7.1e-36  124.9  11.7   1.5e-14   56.6   0.3   4.2   5   0   0   5   5   3   3 -
g27377.t1            -          PF13927_seed         -            7.4e-36  124.9   2.8   1.4e-13   53.5   0.0   3.3   3   0   0   3   3   3   3 -
g42757.t1            -          PF13927_seed         -            1.1e-35  124.3   1.1   8.1e-10   41.4   0.0   4.3   4   0   0   4   4   4   3 -
g11170.t1            -          PF13927_seed         -            2.7e-35  123.0   0.4   6.3e-17   64.2   0.0   3.4   3   0   0   3   3   2   2 -
g30531.t1            -          PF13927_seed         -            2.8e-35  123.0   4.5     1e-11   47.5   0.0   4.4   4   0   0   4   4   4   3 -
g72941.t2            -          PF13927_seed         -              4e-35  122.5   7.9   1.1e-11   47.4   0.3   4.8   4   0   0   4   4   4   4 -
g7425.t1             -          PF13927_seed         -              4e-35  122.5   1.7     3e-12   49.2   0.0   4.4   4   0   0   4   4   4   3 -
g8964.t1             -          PF13927_seed         -            5.3e-35  122.1   9.4   1.2e-14   56.9   0.3   3.1   3   0   0   3   3   3   3 -
g26346.t1            -          PF13927_seed         -            5.8e-35  122.0  18.2     7e-12   48.0   0.5   5.0   3   1   0   4   4   4   3 -
g31136.t1            -          PF13927_seed         -            5.9e-35  122.0   3.7   9.6e-18   66.8   0.1   4.3   5   0   0   5   5   2   2 -
g60768.t1            -          PF13927_seed         -            6.5e-35  121.8   5.9   7.2e-10   41.6   0.1   3.5   4   0   0   4   4   3   3 -
g74398.t1            -          PF13927_seed         -            6.5e-35  121.8   1.6   5.1e-14   54.9   0.0   3.3   3   0   0   3   3   3   3 -
g31135.t1            -          PF13927_seed         -            7.6e-35  121.6   2.9   1.1e-17   66.6   0.1   4.0   4   0   0   4   4   2   2 -
g7130.t1             -          PF13927_seed         -            1.1e-34  121.1   0.3   4.4e-14   55.1   0.0   3.3   3   0   0   3   3   3   3 -
g29474.t1            -          PF13927_seed         -            1.2e-34  120.9   1.4     2e-13   53.0   0.1   4.5   4   0   0   4   4   3   3 -
g41512.t1            -          PF13927_seed         -            1.2e-34  120.9   0.5   4.8e-12   48.6   0.0   3.2   3   0   0   3   3   3   3 -
g74397.t1            -          PF13927_seed         -            1.3e-34  120.9   1.6   6.6e-14   54.5   0.0   3.4   3   0   0   3   3   3   2 -
g81075.t1            -          PF13927_seed         -            1.6e-34  120.6   6.5     2e-24   88.2   1.3   2.1   2   0   0   2   2   2   2 -
g81076.t1            -          PF13927_seed         -            1.6e-34  120.6   6.5     2e-24   88.2   1.3   2.1   2   0   0   2   2   2   2 -
g31292.t2            -          PF13927_seed         -            1.7e-34  120.5   0.4   3.5e-12   49.0   0.0   3.9   3   0   0   3   3   3   3 -
g74391.t1            -          PF13927_seed         -            2.6e-34  119.9   1.0   2.1e-15   59.3   0.1   2.8   3   0   0   3   3   2   2 -
g18642.t1            -          PF13927_seed         -            4.2e-34  119.3   0.4   1.8e-11   46.7   0.0   3.2   3   0   0   3   3   3   3 -
g59990.t1            -          PF13927_seed         -            4.7e-34  119.1   0.9   6.1e-17   64.2   0.0   2.1   2   0   0   2   2   2   2 -
g17312.t1            -          PF13927_seed         -            8.3e-34  118.3   0.0   5.1e-15   58.1   0.0   2.2   2   0   0   2   2   2   2 -
g73663.t1            -          PF13927_seed         -            9.9e-34  118.0  15.2   7.8e-12   47.9   0.1   7.7   5   3   2   7   7   6   3 -
g54709.t1            -          PF13927_seed         -            1.2e-33  117.8   0.4   1.3e-17   66.4   0.7   2.2   2   0   0   2   2   2   2 -
g32886.t1            -          PF13927_seed         -            1.9e-33  117.2   3.8     2e-15   59.4   0.2   4.1   4   0   0   4   4   3   2 -
g78911.t1            -          PF13927_seed         -            2.1e-33  117.0   0.5   4.6e-10   42.2   0.0   3.9   4   0   0   4   4   3   3 -
g74599.t1            -          PF13927_seed         -            2.9e-33  116.6   0.3   1.6e-14   56.5   0.0   4.5   4   1   0   4   4   4   3 -
g62227.t1            -          PF13927_seed         -              4e-33  116.1  11.3   4.7e-09   39.0   0.4   5.2   4   0   0   4   4   4   4 -
g47959.t1            -          PF13927_seed         -            5.8e-33  115.6  11.9   2.2e-11   46.4   0.1   6.5   5   3   0   5   5   5   3 -
g7613.t1             -          PF13927_seed         -              1e-32  114.8   9.6   2.8e-17   65.3   1.3   3.9   4   0   0   4   4   2   2 -
g7614.t1             -          PF13927_seed         -              1e-32  114.8   9.6   2.8e-17   65.3   1.3   3.9   4   0   0   4   4   2   2 -
g42663.t1            -          PF13927_seed         -              1e-32  114.8  13.4   9.9e-10   41.1   0.7   3.2   3   0   0   3   3   3   3 -
g17867.t1            -          PF13927_seed         -            1.3e-32  114.4   0.3     9e-15   57.3   0.1   2.4   2   0   0   2   2   2   2 -
g17868.t1            -          PF13927_seed         -            1.3e-32  114.4   0.3     9e-15   57.3   0.1   2.4   2   0   0   2   2   2   2 -
g7694.t1             -          PF13927_seed         -            2.2e-32  113.7   0.9   3.9e-11   45.6   0.1   3.5   3   0   0   3   3   3   3 -
g64172.t1            -          PF13927_seed         -            2.5e-32  113.5   1.2     8e-16   60.7   0.2   2.7   2   0   0   2   2   2   2 -
g2082.t1             -          PF13927_seed         -            2.9e-32  113.3   0.4   7.2e-15   57.6   0.0   2.1   2   0   0   2   2   2   2 -
g79888.t1            -          PF13927_seed         -            3.2e-32  113.2   0.5   2.4e-15   59.1   0.1   2.7   2   0   0   2   2   2   2 -
g34504.t1            -          PF13927_seed         -            3.3e-32  113.1   0.7   1.3e-16   63.2   0.5   2.5   2   0   0   2   2   2   2 -
g58185.t1            -          PF13927_seed         -            3.4e-32  113.1  12.0   5.1e-13   51.7   0.4   3.4   3   0   0   3   3   3   3 -
g14708.t1            -          PF13927_seed         -            3.4e-32  113.1  10.9   1.4e-20   75.9   0.7   3.8   3   1   0   3   3   2   2 -
g73664.t1            -          PF13927_seed         -              4e-32  112.9  16.7   7.6e-12   47.9   0.1   5.1   4   2   0   4   4   4   4 -
g58185.t2            -          PF13927_seed         -              4e-32  112.9  11.9   4.6e-13   51.8   0.4   3.4   3   0   0   3   3   3   3 -
g19195.t1            -          PF13927_seed         -            4.3e-32  112.8   1.0     7e-10   41.6   0.0   4.7   4   0   0   4   4   4   3 -
g65096.t1            -          PF13927_seed         -              7e-32  112.1   0.1   2.3e-15   59.2   0.0   2.5   2   0   0   2   2   2   2 -
g12312.t1            -          PF13927_seed         -            7.8e-32  112.0   0.4   5.3e-16   61.2   0.0   2.1   2   0   0   2   2   2   2 -
g54950.t1            -          PF13927_seed         -            7.9e-32  111.9   1.0   1.4e-12   50.3   0.0   3.3   3   0   0   3   3   3   3 -
g54432.t1            -          PF13927_seed         -            9.5e-32  111.7   7.3   1.3e-16   63.2   1.8   3.3   3   0   0   3   3   2   2 -
g41668.t1            -          PF13927_seed         -            1.5e-31  111.1   1.1   6.4e-15   57.8   0.1   2.5   2   0   0   2   2   2   2 -
g72157.t1            -          PF13927_seed         -            1.6e-31  111.0   1.4   1.9e-14   56.3   0.0   3.1   3   0   0   3   3   3   3 -
g6673.t1             -          PF13927_seed         -              2e-31  110.7   4.3   3.3e-15   58.7   0.9   2.4   2   0   0   2   2   2   2 -
g13162.t1            -          PF13927_seed         -            2.1e-31  110.6   2.1   2.2e-14   56.0   0.1   2.9   3   1   0   3   3   2   2 -
g72888.t1            -          PF13927_seed         -            2.3e-31  110.5  13.0   7.2e-14   54.4   0.7   4.5   4   1   0   4   4   4   3 -
g51330.t1            -          PF13927_seed         -            2.9e-31  110.1   1.9   1.3e-15   60.0   0.4   4.0   3   0   0   3   3   2   2 -
g50149.t1            -          PF13927_seed         -            3.3e-31  109.9   0.2   1.1e-14   57.0   0.1   2.4   2   0   0   2   2   2   2 -
g58700.t1            -          PF13927_seed         -            3.4e-31  109.9  12.2   2.4e-14   56.0   0.4   3.8   4   0   0   4   4   3   3 -
g73185.t1            -          PF13927_seed         -            3.6e-31  109.8  12.0   2.3e-10   43.2   1.1   4.5   4   0   0   4   4   4   3 -
g77341.t1            -          PF13927_seed         -            3.6e-31  109.8   3.0   9.7e-15   57.2   1.0   2.5   2   0   0   2   2   2   2 -
g70303.t1            -          PF13927_seed         -            3.7e-31  109.8   0.6   2.7e-16   62.2   0.4   2.2   2   0   0   2   2   2   2 -
g70303.t2            -          PF13927_seed         -              4e-31  109.7   0.6   2.8e-16   62.1   0.4   2.2   2   0   0   2   2   2   2 -
g47315.t1            -          PF13927_seed         -            6.1e-31  109.1  18.4   3.3e-12   49.1   1.1   5.5   5   0   0   5   5   5   3 -
g5789.t1             -          PF13927_seed         -            6.8e-31  109.0   8.3   7.6e-16   60.7   1.5   3.4   3   0   0   3   3   2   2 -
g82113.t1            -          PF13927_seed         -            7.6e-31  108.8   0.1   1.8e-14   56.3   0.0   2.5   2   0   0   2   2   2   2 -
g38941.t1            -          PF13927_seed         -            8.2e-31  108.7   2.5   1.4e-17   66.3   0.1   2.5   2   0   0   2   2   2   2 -
g59117.t1            -          PF13927_seed         -            8.2e-31  108.7   2.5   1.4e-17   66.3   0.1   2.5   2   0   0   2   2   2   2 -
g59119.t1            -          PF13927_seed         -            8.2e-31  108.7   2.5   1.4e-17   66.3   0.1   2.5   2   0   0   2   2   2   2 -
g38091.t2            -          PF13927_seed         -            8.4e-31  108.7   2.7   4.1e-17   64.8   0.1   3.7   3   0   0   3   3   2   2 -
g58699.t1            -          PF13927_seed         -              9e-31  108.6  12.2   3.2e-14   55.5   0.4   3.8   4   0   0   4   4   3   3 -
g38355.t1            -          PF13927_seed         -            1.3e-30  108.1   0.1   1.3e-13   53.6   0.0   2.5   2   0   0   2   2   2   2 -
g4352.t1             -          PF13927_seed         -            1.9e-30  107.5   3.7   7.5e-15   57.6   0.2   3.3   3   0   0   3   3   2   2 -
g1507.t1             -          PF13927_seed         -              2e-30  107.4   0.1   1.6e-13   53.3   0.2   2.4   2   0   0   2   2   2   2 -
g72887.t1            -          PF13927_seed         -            2.1e-30  107.4  13.3   8.6e-14   54.2   0.7   4.7   4   2   0   4   4   4   2 -
g17311.t1            -          PF13927_seed         -            2.5e-30  107.1   2.5   8.1e-12   47.8   0.0   3.5   3   1   0   3   3   3   3 -
g73752.t1            -          PF13927_seed         -            2.9e-30  106.9   7.2   8.7e-12   47.7   0.5   3.7   3   0   0   3   3   3   3 -
g16012.t1            -          PF13927_seed         -            3.2e-30  106.8   1.8   3.3e-15   58.7   0.1   2.3   2   0   0   2   2   2   2 -
g6609.t1             -          PF13927_seed         -            3.2e-30  106.8   1.8   1.2e-14   56.9   0.4   2.5   2   0   0   2   2   2   2 -
g5787.t1             -          PF13927_seed         -            3.3e-30  106.8   5.5   2.8e-16   62.1   0.5   3.1   3   0   0   3   3   2   2 -
g46787.t1            -          PF13927_seed         -            3.3e-30  106.8   3.4   9.4e-15   57.2   1.5   2.1   2   0   0   2   2   2   2 -
g46201.t2            -          PF13927_seed         -              4e-30  106.5   5.5   2.2e-16   62.5   0.1   3.0   4   0   0   4   4   2   2 -
g25736.t1            -          PF13927_seed         -            4.3e-30  106.4  17.0     9e-15   57.3   1.4   4.2   5   0   0   5   5   3   3 -
g38091.t1            -          PF13927_seed         -            4.4e-30  106.4   2.5   4.1e-17   64.8   0.1   2.9   2   0   0   2   2   2   2 -
g38942.t1            -          PF13927_seed         -            5.1e-30  106.2   1.7   3.3e-17   65.1   0.1   2.5   2   0   0   2   2   2   2 -
g47882.t1            -          PF13927_seed         -            5.5e-30  106.1   0.2     3e-13   52.4   0.2   2.2   2   0   0   2   2   2   2 -
g47883.t1            -          PF13927_seed         -            5.5e-30  106.1   0.2     3e-13   52.4   0.2   2.2   2   0   0   2   2   2   2 -
g51128.t1            -          PF13927_seed         -            7.2e-30  105.7   1.8   4.9e-10   42.1   0.0   3.2   3   0   0   3   3   3   3 -
g61345.t1            -          PF13927_seed         -            1.2e-29  105.0   2.0     3e-13   52.4   0.1   2.2   2   0   0   2   2   2   2 -
g40259.t1            -          PF13927_seed         -            1.4e-29  104.8   0.1   5.7e-14   54.7   0.0   2.6   2   0   0   2   2   2   2 -
g77770.t2            -          PF13927_seed         -            1.4e-29  104.7   2.6   6.4e-16   61.0   0.0   2.4   2   0   0   2   2   2   2 -
g15972.t1            -          PF13927_seed         -            1.6e-29  104.6   0.1   1.2e-10   44.0   0.1   4.5   4   0   0   4   4   4   3 -
g51128.t2            -          PF13927_seed         -            1.7e-29  104.5   1.8   6.6e-10   41.7   0.0   3.2   3   0   0   3   3   3   3 -
g36598.t1            -          PF13927_seed         -            1.8e-29  104.4   0.7   2.6e-11   46.2   0.0   3.2   2   1   1   3   3   3   2 -
g77770.t1            -          PF13927_seed         -            2.1e-29  104.2   2.6   7.8e-16   60.7   0.0   2.4   2   0   0   2   2   2   2 -
g7823.t1             -          PF13927_seed         -            2.4e-29  104.0   0.2   9.4e-15   57.2   0.0   3.4   3   0   0   3   3   2   2 -
g26716.t1            -          PF13927_seed         -            2.5e-29  103.9   0.1   2.4e-11   46.3   0.0   4.5   4   0   0   4   4   3   2 -
g44653.t1            -          PF13927_seed         -            2.7e-29  103.8  11.4   5.1e-13   51.7   0.3   4.0   3   0   0   3   3   3   3 -
g17873.t1            -          PF13927_seed         -              3e-29  103.7   3.1   1.3e-14   56.8   0.3   3.0   3   0   0   3   3   2   2 -
g22485.t1            -          PF13927_seed         -              3e-29  103.7   0.6   1.1e-15   60.2   0.1   2.1   2   0   0   2   2   2   2 -
g81441.t1            -          PF13927_seed         -            3.2e-29  103.6   0.2   3.7e-14   55.3   0.1   2.2   2   0   0   2   2   2   2 -
g65220.t1            -          PF13927_seed         -            3.3e-29  103.5   0.3   6.5e-13   51.3   0.1   2.2   2   0   0   2   2   2   2 -
g19453.t1            -          PF13927_seed         -            3.4e-29  103.5   0.0   1.3e-13   53.6   0.0   2.2   2   0   0   2   2   2   2 -
g56123.t1            -          PF13927_seed         -            3.9e-29  103.3   3.7   1.7e-14   56.4   0.1   2.1   2   0   0   2   2   2   2 -
g46782.t1            -          PF13927_seed         -            3.9e-29  103.3   7.3   2.5e-15   59.1   1.8   2.8   3   0   0   3   3   2   2 -
g46182.t1            -          PF13927_seed         -            3.9e-29  103.3   7.6     5e-09   38.9   0.1   4.5   4   0   0   4   4   4   3 -
g7136.t1             -          PF13927_seed         -            4.6e-29  103.1   4.7   6.8e-14   54.5   0.0   4.0   5   0   0   5   5   2   2 -
g82611.t1            -          PF13927_seed         -            4.8e-29  103.0   4.5   6.2e-14   54.6   0.9   2.4   2   0   0   2   2   2   2 -
g34504.t2            -          PF13927_seed         -            5.1e-29  102.9   0.5   1.2e-16   63.3   0.5   2.5   2   0   0   2   2   2   2 -
g46183.t1            -          PF13927_seed         -            5.2e-29  102.9   7.8   5.1e-09   38.8   0.1   4.5   4   0   0   4   4   4   3 -
g75464.t1            -          PF13927_seed         -            5.9e-29  102.7   4.3   1.4e-15   59.9   0.3   2.9   2   0   0   2   2   2   2 -
g28617.t1            -          PF13927_seed         -            6.2e-29  102.7   2.3   3.9e-16   61.7   0.3   2.6   2   0   0   2   2   2   2 -
g47680.t1            -          PF13927_seed         -            7.4e-29  102.4   0.5   4.5e-10   42.2   0.0   3.2   3   0   0   3   3   3   3 -
g47680.t2            -          PF13927_seed         -              1e-28  101.9   0.9   4.4e-10   42.3   0.0   3.2   3   0   0   3   3   3   3 -
g23428.t1            -          PF13927_seed         -            1.2e-28  101.8  10.8   7.5e-14   54.3   1.0   4.1   3   0   0   3   3   3   2 -
g54060.t1            -          PF13927_seed         -            1.6e-28  101.3   0.2   7.8e-15   57.5   0.0   2.2   2   0   0   2   2   2   2 -
g22075.t1            -          PF13927_seed         -              2e-28  101.0   0.0   4.2e-10   42.3   0.0   3.3   3   0   0   3   3   3   3 -
g53882.t1            -          PF13927_seed         -            2.5e-28  100.8   0.2   8.4e-14   54.2   0.0   2.2   2   0   0   2   2   2   2 -
g40704.t1            -          PF13927_seed         -            2.6e-28  100.7   0.0   1.6e-14   56.5   0.0   2.5   2   0   0   2   2   2   2 -
g47066.t1            -          PF13927_seed         -            2.6e-28  100.7   2.1   4.4e-14   55.1   0.2   3.0   3   0   0   3   3   2   2 -
g47071.t1            -          PF13927_seed         -            2.6e-28  100.7   2.1   4.4e-14   55.1   0.2   3.0   3   0   0   3   3   2   2 -
