#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
g737.t1              -          PF13927_seed         -                  0 3139.5  11.2   5.2e-18   66.4   0.1  73.5  73   0   0  73  73  73  73 -
g15993.t2            -          PF13927_seed         -                  0 1096.9  62.8   1.1e-13   52.6   0.1  29.9  29   0   0  29  29  29  27 -
g20210.t2            -          PF13927_seed         -            5.8e-23   82.3   0.3   4.3e-11   44.2   0.0   2.2   2   0   0   2   2   2   2 -
g12777.t1            -          PF13927_seed         -            8.4e-23   81.7   6.0   3.2e-12   47.9   0.1   4.8   4   1   0   4   4   4   2 -
g12777.t2            -          PF13927_seed         -              1e-22   81.5   5.8   3.5e-12   47.7   0.1   4.7   4   1   0   4   4   4   2 -
g31118.t1            -          PF13927_seed         -            3.5e-22   79.8   5.7     2e-10   42.1   0.1   4.2   4   0   0   4   4   3   2 -
g10229.t1            -          PF13927_seed         -            3.5e-22   79.7   4.7   2.6e-08   35.3   0.1   4.1   4   0   0   4   4   3   3 -
g11140.t2            -          PF13927_seed         -            3.9e-22   79.6   1.4   9.8e-07   30.3   0.1   4.4   4   0   0   4   4   4   3 -
g6137.t2             -          PF13927_seed         -            4.1e-22   79.5   0.2   7.5e-11   43.5   0.0   3.3   3   0   0   3   3   2   2 -
g6137.t1             -          PF13927_seed         -            4.9e-22   79.3   0.1   7.5e-11   43.5   0.0   3.1   2   0   0   2   2   2   2 -
g23025.t1            -          PF13927_seed         -            5.7e-22   79.1   6.4   1.7e-11   45.5   0.2   6.2   6   0   0   6   6   3   2 -
g31119.t1            -          PF13927_seed         -            7.7e-22   78.7   4.7   2.5e-10   41.8   0.0   4.0   4   0   0   4   4   3   2 -
g31125.t1            -          PF13927_seed         -            9.9e-22   78.3   7.9   3.4e-11   44.6   0.1   4.3   4   0   0   4   4   3   2 -
g30457.t1            -          PF13927_seed         -              3e-21   76.8   7.8   7.7e-11   43.4   0.1   4.8   3   2   1   4   4   3   2 -
g7547.t1             -          PF13927_seed         -            3.8e-21   76.5   6.6   3.9e-09   38.0   0.1   4.1   3   2   1   4   4   3   2 -
g12775.t1            -          PF13927_seed         -            1.1e-20   75.0   4.7   1.4e-09   39.4   0.2   4.4   4   0   0   4   4   3   2 -
g7077.t2             -          PF13927_seed         -              4e-20   73.2   5.7   2.4e-08   35.4   0.2   4.5   4   0   0   4   4   4   3 -
g7077.t1             -          PF13927_seed         -            4.6e-20   73.0   5.7   2.5e-08   35.4   0.2   4.5   4   0   0   4   4   4   3 -
g7463.t1             -          PF13927_seed         -            5.5e-20   72.7  12.1   5.9e-11   43.8   0.1   5.1   4   1   0   4   4   3   3 -
g7531.t1             -          PF13927_seed         -              9e-20   72.0   9.9   1.6e-08   36.0   0.2   4.2   5   0   0   5   5   3   2 -
g31112.t1            -          PF13927_seed         -            2.2e-19   70.8   1.4   2.1e-14   54.9   0.1   3.3   2   1   0   2   2   2   2 -
g31112.t2            -          PF13927_seed         -            2.3e-19   70.8   1.4   2.1e-14   54.8   0.1   3.2   2   1   0   2   2   2   2 -
g23621.t1            -          PF13927_seed         -            2.7e-19   70.5   0.7     2e-11   45.3   0.0   2.2   2   0   0   2   2   2   2 -
g12793.t1            -          PF13927_seed         -            3.1e-19   70.3   2.3   7.6e-13   49.8   0.0   2.4   2   1   0   2   2   2   2 -
g14671.t1            -          PF13927_seed         -              5e-19   69.7   0.4   3.9e-09   37.9   0.1   2.5   2   0   0   2   2   2   2 -
g31143.t1            -          PF13927_seed         -              1e-18   68.7  10.4   4.7e-09   37.7   0.4   4.1   3   1   0   3   3   3   3 -
g31143.t2            -          PF13927_seed         -            1.2e-18   68.5  10.3   5.2e-09   37.6   0.4   4.2   3   1   0   3   3   3   3 -
g18905.t1            -          PF13927_seed         -            1.4e-18   68.3  13.3   3.8e-08   34.8   0.3   4.4   3   1   0   3   3   3   3 -
g22425.t1            -          PF13927_seed         -            2.1e-18   67.7   2.6     3e-14   54.4   0.3   2.4   2   0   0   2   2   2   2 -
g15453.t1            -          PF13927_seed         -            4.7e-18   66.5   0.1   3.7e-08   34.8   0.0   2.6   2   0   0   2   2   2   2 -
g31138.t1            -          PF13927_seed         -            6.3e-18   66.1   0.8   7.7e-15   56.2   0.3   2.8   3   0   0   3   3   2   1 -
g15651.t1            -          PF13927_seed         -            1.1e-17   65.3   0.0   3.6e-09   38.1   0.0   2.7   2   2   0   2   2   2   2 -
g31126.t1            -          PF13927_seed         -              2e-17   64.5   0.6   7.1e-16   59.6   0.1   2.8   2   0   0   2   2   2   1 -
g19571.t1            -          PF13927_seed         -            3.9e-17   63.6   0.3   3.9e-17   63.6   0.3   1.7   2   0   0   2   2   1   1 -
g15650.t1            -          PF13927_seed         -            4.4e-17   63.4   0.0   1.2e-08   36.4   0.0   2.5   2   1   0   2   2   2   2 -
g11140.t1            -          PF13927_seed         -            6.7e-17   62.8   0.9   5.5e-07   31.1   0.1   3.4   3   0   0   3   3   3   2 -
g1810.t1             -          PF13927_seed         -            7.3e-17   62.7   2.5     4e-07   31.5   0.0   3.1   3   1   0   3   3   2   2 -
g3771.t1             -          PF13927_seed         -            1.4e-16   61.8   0.2   6.7e-16   59.6   0.0   2.3   2   0   0   2   2   1   1 -
g28501.t1            -          PF13927_seed         -            1.5e-16   61.7   0.0   3.4e-07   31.8   0.0   3.0   2   1   0   2   2   2   2 -
g31031.t2            -          PF13927_seed         -            1.6e-16   61.6   0.1   3.9e-16   60.4   0.1   1.7   1   0   0   1   1   1   1 -
g22429.t1            -          PF13927_seed         -            2.2e-16   61.2   1.8     6e-16   59.8   0.4   2.3   2   1   0   2   2   1   1 -
g22959.t1            -          PF13927_seed         -              3e-16   60.7   0.9   1.4e-12   49.0   0.1   3.2   3   0   0   3   3   2   1 -
g30136.t3            -          PF13927_seed         -            3.8e-16   60.4   8.3   4.1e-09   37.9   0.6   3.7   3   0   0   3   3   3   2 -
g30148.t1            -          PF13927_seed         -            3.8e-16   60.4   0.2     3e-06   28.7   0.0   2.9   3   0   0   3   3   2   2 -
g22427.t2            -          PF13927_seed         -            7.9e-16   59.4   1.7   2.3e-15   57.9   0.5   2.0   2   0   0   2   2   1   1 -
g31027.t1            -          PF13927_seed         -            8.2e-16   59.4   0.0   1.7e-15   58.3   0.0   1.6   1   0   0   1   1   1   1 -
g12665.t1            -          PF13927_seed         -            1.1e-15   58.9   0.5   5.2e-07   31.2   0.1   3.5   3   0   0   3   3   3   2 -
g22427.t1            -          PF13927_seed         -            1.3e-15   58.8   1.8     4e-15   57.1   0.5   2.3   3   0   0   3   3   1   1 -
g73.t1               -          PF13927_seed         -            2.1e-15   58.0   0.6   8.5e-11   43.3   0.1   3.4   3   0   0   3   3   3   1 -
g3442.t1             -          PF13927_seed         -            2.2e-15   58.0   3.0   1.3e-05   26.7   0.1   3.7   3   1   0   3   3   3   2 -
g9411.t1             -          PF13927_seed         -            2.7e-15   57.7   0.0   5.7e-15   56.6   0.0   1.6   1   0   0   1   1   1   1 -
g9909.t1             -          PF13927_seed         -            3.3e-15   57.4   0.3   6.6e-06   27.6   0.1   2.6   2   0   0   2   2   2   2 -
g4847.t1             -          PF13927_seed         -            3.7e-15   57.3   1.1   5.2e-07   31.2   0.0   2.3   2   0   0   2   2   2   2 -
g3740.t1             -          PF13927_seed         -            4.7e-15   56.9   0.0   1.1e-13   52.5   0.0   2.8   2   0   0   2   2   1   1 -
g9412.t2             -          PF13927_seed         -            5.3e-15   56.8   0.0   9.3e-15   56.0   0.0   1.4   1   0   0   1   1   1   1 -
g9412.t1             -          PF13927_seed         -            6.4e-15   56.5   0.0   1.2e-14   55.6   0.0   1.5   1   0   0   1   1   1   1 -
g23632.t2            -          PF13927_seed         -            9.8e-15   55.9   3.5     2e-10   42.1   0.1   4.2   3   1   0   3   3   3   1 -
g3440.t1             -          PF13927_seed         -            1.2e-14   55.6   0.1   4.3e-06   28.2   0.4   3.5   3   1   0   3   3   3   2 -
g12674.t2            -          PF13927_seed         -            1.2e-14   55.6   0.6     3e-05   25.5   0.0   3.8   3   1   0   3   3   3   2 -
g9906.t1             -          PF13927_seed         -            1.3e-14   55.5   0.5   3.5e-06   28.5   0.1   2.4   2   0   0   2   2   2   2 -
g12674.t1            -          PF13927_seed         -            1.4e-14   55.4   0.7   3.2e-05   25.4   0.0   3.7   3   1   0   3   3   3   2 -
g10108.t1            -          PF13927_seed         -            1.7e-14   55.1   0.1   1.2e-10   42.8   0.0   3.0   2   0   0   2   2   2   1 -
g26905.t1            -          PF13927_seed         -            2.3e-14   54.7   0.1     9e-14   52.8   0.1   2.1   1   0   0   1   1   1   1 -
g12788.t1            -          PF13927_seed         -            6.9e-14   53.2   1.5   1.2e-10   42.8   0.3   2.9   2   1   0   2   2   2   1 -
g4844.t1             -          PF13927_seed         -            9.3e-14   52.8   0.2   3.4e-06   28.5   0.0   2.6   2   0   0   2   2   2   2 -
g12664.t1            -          PF13927_seed         -            1.4e-13   52.2   4.5   9.3e-07   30.3   0.1   3.8   3   1   0   3   3   3   2 -
g2660.t1             -          PF13927_seed         -            1.4e-13   52.2   0.3   1.2e-06   30.0   0.0   2.5   2   1   0   2   2   2   2 -
g12666.t2            -          PF13927_seed         -            1.5e-13   52.1   4.0   8.4e-07   30.5   0.1   3.9   3   1   0   3   3   3   2 -
g16001.t1            -          PF13927_seed         -            1.6e-13   52.0   0.2   5.1e-06   28.0   0.0   3.8   3   1   0   3   3   3   2 -
g12666.t1            -          PF13927_seed         -              2e-13   51.7   3.8   8.6e-07   30.4   0.1   3.9   3   1   0   3   3   3   2 -
g31498.t1            -          PF13927_seed         -            2.1e-13   51.6   0.1   8.1e-13   49.8   0.1   2.0   1   0   0   1   1   1   1 -
g23275.t1            -          PF13927_seed         -            2.5e-13   51.4   1.3   6.3e-13   50.1   0.5   2.0   2   0   0   2   2   1   1 -
g11196.t1            -          PF13927_seed         -            2.6e-13   51.3   1.5   1.1e-07   33.3   0.3   3.3   3   0   0   3   3   3   1 -
g4845.t1             -          PF13927_seed         -              5e-13   50.4   0.1     6e-06   27.7   0.0   3.0   2   0   0   2   2   2   2 -
g30137.t1            -          PF13927_seed         -            6.3e-13   50.1   0.1     1e-10   43.0   0.0   2.8   2   1   0   2   2   2   1 -
g15644.t1            -          PF13927_seed         -            8.7e-13   49.7   0.5   8.7e-13   49.7   0.5   1.9   2   0   0   2   2   1   1 -
g19451.t1            -          PF13927_seed         -            1.2e-12   49.2   0.0   2.5e-12   48.2   0.0   1.6   1   0   0   1   1   1   1 -
g4847.t2             -          PF13927_seed         -            1.3e-12   49.1   2.1   3.5e-05   25.3   0.3   2.4   2   0   0   2   2   2   2 -
g4848.t1             -          PF13927_seed         -            1.3e-12   49.1   0.1   7.1e-05   24.3   0.1   2.6   2   0   0   2   2   2   2 -
g19448.t2            -          PF13927_seed         -            1.5e-12   48.9   0.0   3.5e-12   47.7   0.0   1.7   1   0   0   1   1   1   1 -
g7276.t1             -          PF13927_seed         -            1.7e-12   48.7   0.0     4e-12   47.5   0.0   1.7   1   0   0   1   1   1   1 -
g4840.t1             -          PF13927_seed         -            1.7e-12   48.7   1.6   6.8e-06   27.6   0.0   3.1   3   0   0   3   3   2   2 -
g19448.t1            -          PF13927_seed         -            1.9e-12   48.6   0.0   5.2e-12   47.2   0.0   1.8   1   0   0   1   1   1   1 -
g19453.t1            -          PF13927_seed         -            2.5e-12   48.2   0.0   5.4e-12   47.1   0.0   1.6   1   0   0   1   1   1   1 -
g30183.t3            -          PF13927_seed         -            2.6e-12   48.1   0.0   6.2e-12   46.9   0.0   1.7   1   0   0   1   1   1   1 -
g30183.t2            -          PF13927_seed         -            2.7e-12   48.1   0.0   6.3e-12   46.9   0.0   1.7   1   0   0   1   1   1   1 -
g30183.t1            -          PF13927_seed         -            3.1e-12   47.9   0.0   8.7e-12   46.5   0.0   1.9   1   0   0   1   1   1   1 -
g18411.t1            -          PF13927_seed         -            3.3e-12   47.8   0.6   2.9e-11   44.8   0.0   3.0   2   0   0   2   2   1   1 -
g19453.t2            -          PF13927_seed         -            3.3e-12   47.8   0.0   7.1e-12   46.7   0.0   1.6   1   0   0   1   1   1   1 -
g18411.t2            -          PF13927_seed         -            3.5e-12   47.7   0.6     3e-11   44.7   0.0   3.0   2   0   0   2   2   1   1 -
g3990.t2             -          PF13927_seed         -            3.9e-12   47.6   1.3   1.4e-11   45.8   0.4   2.4   2   0   0   2   2   1   1 -
g19457.t1            -          PF13927_seed         -            4.8e-12   47.3   0.0   1.1e-11   46.1   0.0   1.7   1   0   0   1   1   1   1 -
g3990.t1             -          PF13927_seed         -            6.3e-12   46.9   0.4   6.3e-12   46.9   0.4   2.1   2   1   0   2   2   1   1 -
g6084.t1             -          PF13927_seed         -            8.2e-12   46.5   0.0   1.8e-11   45.4   0.0   1.6   1   0   0   1   1   1   1 -
g18410.t1            -          PF13927_seed         -            1.1e-11   46.2   0.0   5.3e-11   43.9   0.0   2.3   1   0   0   1   1   1   1 -
g4843.t1             -          PF13927_seed         -            1.9e-11   45.4   5.9   5.4e-06   27.9   0.0   3.7   4   0   0   4   4   2   2 -
g6088.t1             -          PF13927_seed         -            2.9e-11   44.8   0.0   6.6e-11   43.6   0.0   1.6   1   0   0   1   1   1   1 -
g483.t1              -          PF13927_seed         -            3.2e-11   44.6   0.0   1.7e-10   42.3   0.0   2.4   1   0   0   1   1   1   1 -
g7455.t1             -          PF13927_seed         -            3.7e-11   44.4   0.1   5.2e-11   44.0   0.1   1.2   1   0   0   1   1   1   1 -
g6483.t1             -          PF13927_seed         -              6e-11   43.8   0.3   1.5e-10   42.5   0.1   1.8   2   0   0   2   2   1   1 -
g6483.t2             -          PF13927_seed         -              6e-11   43.8   0.3   1.5e-10   42.5   0.1   1.8   2   0   0   2   2   1   1 -
g6486.t2             -          PF13927_seed         -            6.1e-11   43.7   0.3   1.5e-10   42.5   0.1   1.8   2   0   0   2   2   1   1 -
g6486.t1             -          PF13927_seed         -            6.1e-11   43.7   0.3   1.5e-10   42.5   0.1   1.8   2   0   0   2   2   1   1 -
g6489.t1             -          PF13927_seed         -            6.2e-11   43.7   0.1   1.2e-10   42.8   0.1   1.6   1   0   0   1   1   1   1 -
g14439.t2            -          PF13927_seed         -            7.1e-11   43.5   0.2   1.5e-10   42.5   0.2   1.5   1   0   0   1   1   1   1 -
g19165.t2            -          PF13927_seed         -            8.9e-11   43.2   0.1   2.8e-10   41.6   0.0   1.9   2   0   0   2   2   1   1 -
g19165.t1            -          PF13927_seed         -            9.4e-11   43.1   0.1   2.9e-10   41.6   0.0   1.9   2   0   0   2   2   1   1 -
g14439.t1            -          PF13927_seed         -              1e-10   43.0   0.2   2.1e-10   42.0   0.2   1.5   1   0   0   1   1   1   1 -
g7499.t2             -          PF13927_seed         -            1.2e-10   42.8   0.0     0.012   17.2   0.0   3.6   3   0   0   3   3   3   1 -
g9897.t1             -          PF13927_seed         -            1.4e-10   42.6   0.2   3.2e-10   41.4   0.0   1.7   2   0   0   2   2   1   1 -
g7499.t1             -          PF13927_seed         -            1.5e-10   42.5   0.0     0.013   17.0   0.0   3.6   3   0   0   3   3   3   1 -
g30138.t1            -          PF13927_seed         -            1.5e-10   42.5   0.2   4.7e-10   40.9   0.2   1.9   1   0   0   1   1   1   1 -
g6139.t1             -          PF13927_seed         -            1.6e-10   42.4   0.0   3.7e-10   41.2   0.0   1.6   2   0   0   2   2   1   1 -
g31145.t1            -          PF13927_seed         -            1.8e-10   42.3   1.2   5.4e-07   31.1   0.2   3.2   3   0   0   3   3   3   1 -
g14441.t1            -          PF13927_seed         -            1.9e-10   42.2   1.1   4.1e-10   41.1   0.1   2.1   2   0   0   2   2   1   1 -
g7459.t1             -          PF13927_seed         -            2.3e-10   41.9   0.0   5.1e-10   40.8   0.0   1.6   1   0   0   1   1   1   1 -
g6488.t1             -          PF13927_seed         -              4e-10   41.1   0.1   9.1e-10   40.0   0.1   1.7   1   0   0   1   1   1   1 -
g684.t1              -          PF13927_seed         -            4.9e-10   40.9   0.0   9.8e-10   39.9   0.0   1.5   1   0   0   1   1   1   1 -
g30108.t1            -          PF13927_seed         -            1.2e-09   39.6   0.0   1.5e-08   36.1   0.0   3.2   1   0   0   1   1   1   1 -
g31804.t1            -          PF13927_seed         -            1.6e-09   39.2   0.0   8.4e-09   36.9   0.0   2.4   1   0   0   1   1   1   1 -
g1173.t3             -          PF13927_seed         -            2.1e-09   38.8   0.0   8.8e-09   36.8   0.0   2.2   2   0   0   2   2   1   1 -
g3989.t1             -          PF13927_seed         -            6.4e-09   37.3   0.3     3e-08   35.1   0.1   2.1   2   0   0   2   2   1   1 -
g3770.t1             -          PF13927_seed         -              9e-09   36.8   0.0   2.1e-08   35.6   0.0   1.6   1   0   0   1   1   1   1 -
g2285.t1             -          PF13927_seed         -            9.3e-09   36.7   0.2   1.8e-05   26.2   0.0   3.1   2   0   0   2   2   2   1 -
g1173.t1             -          PF13927_seed         -            9.7e-09   36.7   0.0   3.7e-08   34.8   0.0   2.0   2   0   0   2   2   1   1 -
g12899.t1            -          PF13927_seed         -            1.2e-08   36.4   0.0    0.0042   18.6   0.0   2.5   2   0   0   2   2   2   2 -
g3989.t2             -          PF13927_seed         -              2e-08   35.7   0.3   8.1e-08   33.7   0.1   2.1   2   0   0   2   2   1   1 -
g6492.t2             -          PF13927_seed         -            2.2e-08   35.6   0.0   4.9e-08   34.4   0.0   1.7   1   0   0   1   1   1   1 -
g7510.t1             -          PF13927_seed         -            2.5e-08   35.4   0.9   7.4e-08   33.9   0.9   1.9   1   0   0   1   1   1   1 -
g6492.t1             -          PF13927_seed         -            2.6e-08   35.3   0.0   5.7e-08   34.2   0.0   1.7   1   0   0   1   1   1   1 -
g17833.t1            -          PF13927_seed         -            2.9e-08   35.2   0.0   7.2e-08   33.9   0.0   1.7   1   0   0   1   1   1   1 -
g11603.t1            -          PF13927_seed         -            3.2e-08   35.0   0.0   7.7e-08   33.8   0.0   1.7   1   0   0   1   1   1   1 -
g32342.t1            -          PF13927_seed         -            4.6e-08   34.5   0.0     0.018   16.6   0.0   2.6   2   0   0   2   2   2   2 -
g16353.t1            -          PF13927_seed         -            5.2e-08   34.4   7.2   4.2e-06   28.2   1.0   3.9   4   0   0   4   4   2   1 -
g15630.t1            -          PF13927_seed         -            5.5e-08   34.3   2.1   1.2e-06   29.9   2.1   2.2   1   1   0   1   1   1   1 -
g11261.t1            -          PF13927_seed         -            5.5e-08   34.3   0.3   3.9e-07   31.5   0.0   2.7   2   0   0   2   2   1   1 -
g16353.t2            -          PF13927_seed         -            5.7e-08   34.2   7.2   4.1e-06   28.3   1.0   3.8   4   0   0   4   4   2   1 -
g11588.t1            -          PF13927_seed         -            6.6e-08   34.0   0.0   2.2e-07   32.3   0.0   1.9   1   0   0   1   1   1   1 -
g20183.t1            -          PF13927_seed         -              7e-08   33.9   0.4     4e-07   31.5   0.0   2.3   2   0   0   2   2   1   1 -
g1809.t3             -          PF13927_seed         -              9e-08   33.6   0.2   2.5e-07   32.2   0.0   1.8   2   0   0   2   2   1   1 -
g16369.t1            -          PF13927_seed         -            1.2e-07   33.2   0.0   3.7e-07   31.6   0.0   1.9   1   0   0   1   1   1   1 -
g11604.t1            -          PF13927_seed         -            1.7e-07   32.7   0.0   4.4e-07   31.4   0.0   1.8   1   0   0   1   1   1   1 -
g11237.t1            -          PF13927_seed         -            2.4e-07   32.2   0.0   1.8e-06   29.4   0.0   2.6   2   0   0   2   2   1   1 -
g1809.t1             -          PF13927_seed         -            2.6e-07   32.1   3.1   1.6e-06   29.6   0.0   3.1   3   0   0   3   3   2   1 -
g16371.t1            -          PF13927_seed         -            2.8e-07   32.0   0.0   1.1e-06   30.1   0.0   2.0   1   0   0   1   1   1   1 -
g31611.t1            -          PF13927_seed         -            2.9e-07   32.0   0.0   9.9e-07   30.3   0.0   2.0   1   0   0   1   1   1   1 -
g641.t1              -          PF13927_seed         -              3e-07   31.9   0.1   1.8e-06   29.5   0.1   2.5   2   0   0   2   2   1   1 -
g10220.t2            -          PF13927_seed         -            3.2e-07   31.8   0.1   1.2e-06   30.0   0.1   2.0   1   0   0   1   1   1   1 -
g10220.t1            -          PF13927_seed         -            3.3e-07   31.8   0.1   1.2e-06   30.0   0.1   2.0   1   0   0   1   1   1   1 -
g6737.t1             -          PF13927_seed         -            3.3e-07   31.8   0.2   1.2e-06   30.0   0.1   2.0   2   0   0   2   2   1   1 -
g1809.t2             -          PF13927_seed         -            3.3e-07   31.8   0.4   1.1e-06   30.1   0.0   2.1   2   0   0   2   2   1   1 -
g4293.t1             -          PF13927_seed         -            6.5e-07   30.8   0.0   1.6e-06   29.6   0.0   1.7   1   0   0   1   1   1   1 -
g72.t1               -          PF13927_seed         -            8.7e-07   30.4   1.4   2.6e-06   28.9   1.4   1.8   1   1   0   1   1   1   1 -
g10229.t2            -          PF13927_seed         -            9.4e-07   30.3   0.4   4.3e-06   28.2   0.0   2.3   2   0   0   2   2   1   1 -
g4844.t2             -          PF13927_seed         -              1e-06   30.2   0.0   2.3e-06   29.1   0.0   1.6   1   0   0   1   1   1   1 -
g17012.t1            -          PF13927_seed         -            1.2e-06   30.0   0.1   2.6e-06   28.9   0.1   1.6   1   0   0   1   1   1   1 -
g10218.t2            -          PF13927_seed         -            1.2e-06   30.0   0.0   1.2e-06   30.0   0.0   2.6   4   0   0   4   4   1   1 -
g71.t1               -          PF13927_seed         -            2.1e-06   29.2   2.3   7.8e-06   27.4   2.3   1.9   1   1   0   1   1   1   1 -
g10114.t2            -          PF13927_seed         -            4.5e-06   28.1   0.0   4.5e-06   28.1   0.0   2.7   3   0   0   3   3   1   1 -
g10114.t1            -          PF13927_seed         -            4.6e-06   28.1   0.0   4.6e-06   28.1   0.0   2.7   3   0   0   3   3   1   1 -
g7318.t1             -          PF13927_seed         -            5.3e-06   27.9   1.8   5.4e-05   24.7   0.0   2.7   2   1   1   3   3   2   1 -
g8391.t1             -          PF13927_seed         -            7.7e-06   27.4   0.0   4.4e-05   25.0   0.0   2.5   1   0   0   1   1   1   1 -
g551.t2              -          PF13927_seed         -            7.8e-06   27.4   0.3     0.026   16.1   0.2   3.1   3   0   0   3   3   2   1 -
g25210.t2            -          PF13927_seed         -              9e-06   27.2   0.0     3e-05   25.5   0.0   1.9   1   0   0   1   1   1   1 -
g25210.t1            -          PF13927_seed         -            9.1e-06   27.2   0.0   2.9e-05   25.6   0.0   1.8   1   0   0   1   1   1   1 -
g551.t1              -          PF13927_seed         -            1.1e-05   26.9   0.3     0.031   15.8   0.2   3.1   3   0   0   3   3   2   1 -
g962.t1              -          PF13927_seed         -            1.2e-05   26.8   1.5      0.21   13.2   0.1   3.0   2   0   0   2   2   2   2 -
g4676.t1             -          PF13927_seed         -            1.4e-05   26.6   0.0      0.21   13.2   0.0   3.5   3   0   0   3   3   2   1 -
g8392.t1             -          PF13927_seed         -            2.5e-05   25.8   0.0   0.00024   22.6   0.0   2.9   1   0   0   1   1   1   1 -
g29083.t1            -          PF13927_seed         -            6.1e-05   24.5   0.1   0.00018   23.0   0.1   1.9   1   0   0   1   1   1   1 -
g25332.t1            -          PF13927_seed         -            6.9e-05   24.3   0.1   0.00065   21.2   0.1   2.7   2   0   0   2   2   1   1 -
g13500.t3            -          PF13927_seed         -            7.2e-05   24.3   0.1   7.2e-05   24.3   0.1   3.5   3   0   0   3   3   1   1 -
g30967.t1            -          PF13927_seed         -            8.4e-05   24.1   0.0   0.00015   23.2   0.0   1.5   1   0   0   1   1   1   1 -
g15444.t1            -          PF13927_seed         -            9.1e-05   24.0   0.3   0.00029   22.3   0.1   2.1   2   0   0   2   2   1   1 -
g17011.t1            -          PF13927_seed         -            9.2e-05   23.9   0.4   9.2e-05   23.9   0.4   2.1   2   0   0   2   2   1   1 -
g566.t1              -          PF13927_seed         -            0.00011   23.7   0.6   0.00011   23.7   0.6   2.9   3   1   0   3   3   2   1 -
g3799.t2             -          PF13927_seed         -            0.00016   23.1   0.4   0.00086   20.8   0.4   2.3   1   0   0   1   1   1   1 -
g15631.t1            -          PF13927_seed         -            0.00027   22.4   7.2     0.049   15.2   0.1   3.8   2   2   1   3   3   3   1 -
g15631.t2            -          PF13927_seed         -            0.00027   22.4   7.2     0.049   15.2   0.1   3.8   2   2   1   3   3   3   1 -
g4845.t2             -          PF13927_seed         -            0.00054   21.5   0.0    0.0019   19.8   0.0   2.0   1   0   0   1   1   1   1 -
g21155.t1            -          PF13927_seed         -              0.001   20.6   0.1    0.0035   18.9   0.1   1.9   1   0   0   1   1   1   1 -
g23182.t1            -          PF13927_seed         -             0.0011   20.4   0.0    0.0046   18.5   0.0   2.2   1   0   0   1   1   1   1 -
g16368.t1            -          PF13927_seed         -             0.0013   20.3   1.4    0.0043   18.6   0.1   2.4   2   0   0   2   2   1   1 -
g9849.t1             -          PF13927_seed         -             0.0025   19.4   6.7    0.0034   18.9   1.4   2.8   2   1   0   2   2   2   1 -
g9335.t1             -          PF13927_seed         -             0.0029   19.1   1.6     0.018   16.6   1.6   2.5   1   1   0   1   1   1   1 -
g567.t1              -          PF13927_seed         -             0.0032   19.0   3.2    0.0044   18.5   0.5   2.8   2   0   0   2   2   1   1 -
g567.t2              -          PF13927_seed         -             0.0033   19.0   3.2    0.0046   18.5   0.5   2.8   2   0   0   2   2   1   1 -
g6125.t1             -          PF13927_seed         -             0.0039   18.7   0.4     0.012   17.1   0.1   2.0   2   0   0   2   2   1   1 -
g26147.t2            -          PF13927_seed         -             0.0046   18.5   0.1     0.012   17.2   0.1   1.7   1   0   0   1   1   1   1 -
g7864.t1             -          PF13927_seed         -             0.0047   18.5   0.2      0.12   13.9   0.1   2.3   1   1   1   2   2   2   1 -
g26147.t1            -          PF13927_seed         -             0.0048   18.5   0.1     0.012   17.2   0.1   1.7   1   0   0   1   1   1   1 -
g30163.t1            -          PF13927_seed         -             0.0053   18.3   0.0    0.0053   18.3   0.0   3.3   3   1   1   4   4   1   1 -
g24597.t1            -          PF13927_seed         -             0.0055   18.2   1.0     0.017   16.7   1.0   1.9   1   1   0   1   1   1   1 -
g2023.t1             -          PF13927_seed         -             0.0089   17.6   0.1     0.031   15.8   0.1   1.9   1   1   0   1   1   1   1 -
g7536.t1             -          PF13927_seed         -              0.019   16.5   0.0     0.077   14.6   0.0   1.9   2   0   0   2   2   1   0 -
g30140.t1            -          PF13927_seed         -              0.019   16.5   0.2     0.074   14.6   0.2   1.9   1   1   0   1   1   1   0 -
g3987.t1             -          PF13927_seed         -              0.024   16.2   0.5     0.024   16.2   0.5   2.4   2   1   0   2   2   1   0 -
g30141.t1            -          PF13927_seed         -              0.028   16.0   0.1      0.14   13.7   0.1   2.0   1   1   0   1   1   1   0 -
g23622.t1            -          PF13927_seed         -              0.036   15.6   0.0     0.076   14.6   0.0   1.7   2   0   0   2   2   1   0 -
g25468.t1            -          PF13927_seed         -               0.11   14.0   0.0      0.21   13.2   0.0   1.5   1   0   0   1   1   1   0 -
g24616.t1            -          PF13927_seed         -               0.28   12.8   0.0         1   11.0   0.0   2.0   1   1   0   1   1   1   0 -
g26438.t1            -          PF13927_seed         -                0.3   12.7   0.2      0.42   12.2   0.2   1.4   1   1   0   1   1   1   0 -
g26151.t1            -          PF13927_seed         -               0.31   12.6   0.1       1.2   10.8   0.1   2.1   1   1   0   1   1   1   0 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      ../output/PF13927_seed_profile.hmm
# Target file:     ../input/braker_aa_files/a_hyactintus_soft_mask_braker.pep
